ID,Shape,Layout,Area,MainArea,Age,Floor,TopSchool,Parking,Balcony,LowStruct,DisTrict,Road,Money
3216,電梯大樓,2房2廳1衛,權狀29.83坪,主建14.65坪,2年,8F/14F,0.0,0.0,1.0,0.0,鳳山區-,鳳捷路,900
3217,電梯大樓,4房2廳2衛,權狀77.05坪,主建40.56坪,7年,11F/15F,0.0,1.0,0.0,0.0,前金區-,成功一路,"2,798"
3218,電梯大樓,2房2廳2衛,權狀39.78坪,主建18.24坪,4年,5F/15F,0.0,1.0,0.0,0.0,仁武區-,京吉三路,"1,320"
3219,電梯大樓,3房2廳2衛,權狀49.61坪,主建25.04坪,23年,17F/26F,0.0,1.0,0.0,1.0,左營區-,新莊一路,"1,598"
3220,電梯大樓,2房2廳1衛,權狀38.38坪,主建15.49坪,6年,13F/15F,0.0,1.0,0.0,0.0,仁武區-,京吉五路,"1,098"
3221,電梯大樓,3房2廳2衛,權狀33.34坪,主建22.43坪,29年,10F/12F,0.0,0.0,0.0,1.0,三民區-,大豐一路,868
3222,電梯大樓,3房2廳2衛,權狀76.73坪,主建34.97坪,1年,19F/27F,1.0,1.0,0.0,0.0,鼓山區-,馬卡道路,"3,968"
3223,電梯大樓,1房2廳2衛,權狀33.94坪,主建26.91坪,30年,1F~2F/7F,0.0,0.0,0.0,1.0,楠梓區-,清平街51巷,738
3224,電梯大樓,4房2廳2衛,權狀62.83坪,主建42.97坪,26年,9F/27F,0.0,1.0,0.0,0.0,前鎮區-,民權二路,"1,498"
3225,電梯大樓,3房2廳2衛,權狀47.94坪,主建24.32坪,10年,2F/15F,0.0,1.0,1.0,0.0,鳳山區-,北昌二街,"1,428"
3226,別墅,5房2廳2衛,權狀55.56坪,主建48.08坪,10年,整棟/4F,0.0,0.0,0.0,0.0,仁武區-,名山八街7巷,"2,080"
3227,電梯大樓,2房1廳1衛,權狀30.23坪,主建12.4坪,2年,11F/22F,1.0,1.0,0.0,0.0,苓雅區-,三多二路,"1,168"
3228,電梯大樓,開放式格局,權狀86.77坪,主建44.84坪,9年,18F/21F,0.0,0.0,0.0,0.0,鼓山區-,美術北五街,"2,888"
3229,電梯大樓,1房1衛,權狀12.57坪,主建8.72坪,29年,7F/7F,0.0,0.0,0.0,0.0,新興區-,達仁街,338
3230,電梯大樓,255房,權狀44.49坪,主建27.74坪,31年,12F/17F,0.0,1.0,0.0,1.0,三民區-,正興路53巷,"1,068"
3231,電梯大樓,3房2廳2衛,權狀46.48坪,主建20.51坪,3年,8F/26F,0.0,1.0,1.0,0.0,三民區-,建興路365巷,"1,688"
3232,透天厝,4房2廳3衛,權狀65.59坪,主建56.17坪,32年,整棟/4F,0.0,0.0,0.0,0.0,鳥松區-,山腳路254巷,"2,280"
3233,電梯大樓,開放式格局,權狀46.91坪,主建23.55坪,1年,1F/1F,0.0,0.0,0.0,0.0,左營區-,海富路,"1,588"
3234,電梯大樓,2房1廳1衛,權狀26.32坪,主建12.52坪,4年,12F/15F,0.0,1.0,1.0,0.0,岡山區-,大新街,838
3235,電梯大樓,3房2廳2衛,權狀38.39坪,主建23.57坪,24年,14F/23F,1.0,1.0,0.0,1.0,左營區-,大中二路,"1,168"
3236,電梯大樓,3房2廳2衛,權狀47.04坪,主建19.84坪,1年,8F/14F,0.0,1.0,1.0,0.0,楠梓區-,大學二十七街,"1,258"
3237,電梯大樓,2房1廳1衛,權狀32.15坪,主建13.6坪,10年,2F/15F,1.0,1.0,1.0,0.0,鳳山區-,高鳳一路,888
3238,電梯大樓,5房2廳2衛,權狀73.14坪,主建39.58坪,25年,12F/12F,1.0,1.0,1.0,0.0,左營區-,光興街,"2,480"
3239,電梯大樓,2房1廳1衛,權狀22.75坪,主建11.83坪,3年,6F/15F,0.0,0.0,0.0,0.0,三民區-,遼寧三街,938
3240,電梯大樓,3房2廳2衛,權狀43.77坪,主建21.81坪,29年,3F/14F,0.0,0.0,0.0,1.0,鳳山區-,西湖街,798
3241,電梯大樓,3房2廳2衛,權狀36.07坪,主建20.7坪,29年,10F/15F,1.0,0.0,0.0,0.0,楠梓區-,德信街105巷,888
3242,電梯大樓,2房2廳1衛,權狀38.38坪,主建15.49坪,6年,13F/15F,1.0,1.0,0.0,0.0,仁武區-,京吉五路,"1,098"
3243,電梯大樓,3房2廳2衛,權狀44.67坪,主建24.73坪,26年,14F/14F,0.0,1.0,1.0,1.0,三民區-,覺民路,"1,250"
3244,透天厝,3房2廳2衛,權狀26.75坪,主建13.21坪,58年,整棟/2F,1.0,0.0,1.0,0.0,新興區-,自立一路6巷,"1,598"
3245,電梯大樓,3房2廳2衛,權狀29.49坪,主建29.49坪,44年,1F/7F,0.0,0.0,0.0,0.0,苓雅區-,中正二路56巷,"1,980"
3246,電梯大樓,3房2廳2衛,權狀27.65坪,主建19.46坪,29年,11F/12F,0.0,0.0,1.0,1.0,左營區-,文天路,838
3247,電梯大樓,2房2廳1衛,權狀26.86坪,主建16.52坪,8年,12F/15F,0.0,0.0,1.0,0.0,前金區-,中華三路,"1,098"
3248,公寓,2房2廳2衛,權狀34.3坪,主建23.01坪,26年,22F/35F,0.0,0.0,1.0,1.0,苓雅區-,新光路62巷,628
3249,電梯大樓,3房2廳2衛,權狀47.36坪,主建31.87坪,34年,9F/12F,0.0,0.0,0.0,0.0,鳳山區-,瑞隆東路209巷,988
3250,電梯大樓,2房1廳1衛,權狀30.1坪,主建13.3坪,3年,4F/22F,0.0,1.0,1.0,0.0,三民區-,十全三路,"1,118"
3251,電梯大樓,3房2廳2衛,權狀26.27坪,主建21.08坪,30年,5F/7F,0.0,0.0,1.0,0.0,苓雅區-,憲政路,838
3252,電梯大樓,3房2廳2衛,權狀32.94坪,主建23.79坪,27年,7F/12F,1.0,0.0,0.0,1.0,大社區-,自由路,748
3253,電梯大樓,4房2廳2衛,權狀57.83坪,主建27.8坪,8年,15F/15F,0.0,0.0,0.0,0.0,三民區-,大德街,"1,980"
3254,電梯大樓,4房2廳2衛,權狀95.18坪,主建51.15坪,7年,12F/29F,0.0,0.0,0.0,0.0,前鎮區-,中山二路,"3,699"
3255,電梯大樓,開放式格局,權狀127.07坪,主建60.9坪,10年,30F/41F,0.0,0.0,0.0,0.0,苓雅區-,新田路,"6,350"
3256,電梯大樓,4房2廳2衛,權狀50.45坪,主建35.69坪,34年,7F/17F,1.0,0.0,1.0,1.0,左營區-,正心街,"1,700"
3257,電梯大樓,4房2廳2衛,權狀69.46坪,主建36.45坪,11年,16F/24F,0.0,1.0,1.0,1.0,左營區-,辛亥路,"2,780"
3258,電梯大樓,3房2廳2衛,權狀59.12坪,主建28.38坪,4年,20F/22F,0.0,1.0,1.0,0.0,橋頭區-,新東一街,"1,708"
3259,別墅,5房3廳6衛,權狀157.98坪,主建147.28坪,16年,1F~4F/4F,0.0,1.0,0.0,0.0,大樹區-,義大七街13巷,"6,588"
3260,透天厝,5房2廳6衛,權狀83.32坪,主建76.19坪,3年,1F~4F/4F,0.0,0.0,0.0,0.0,小港區-,孔宅五街27巷,"2,580"
3261,電梯大樓,4房2廳2衛,權狀65.59坪,主建35.69坪,12年,7F/15F,0.0,1.0,1.0,0.0,新興區-,忠孝一路,"2,380"
3262,電梯大樓,4房2廳2衛,權狀57.22坪,主建30.12坪,10年,13F/15F,0.0,0.0,0.0,0.0,楠梓區-,秀群路,"1,798"
3263,電梯大樓,3房2廳2衛,權狀37.91坪,主建15.55坪,2年,9F/15F,0.0,0.0,0.0,0.0,三民區-,自立一路,"1,550"
3264,透天厝,5房2廳6衛,權狀83.32坪,主建76.19坪,3年,1F~4F/4F,0.0,0.0,0.0,0.0,小港區-,孔宅五街27巷,"2,580"
3265,電梯大樓,4房2廳2衛,權狀65.59坪,主建35.69坪,12年,7F/15F,0.0,1.0,1.0,0.0,新興區-,忠孝一路,"2,380"
3266,別墅,5房3廳6衛,權狀157.98坪,主建147.28坪,16年,1F~4F/4F,0.0,1.0,0.0,0.0,大樹區-,義大七街13巷,"6,588"
3267,電梯大樓,4房2廳2衛,權狀69.46坪,主建36.45坪,11年,16F/24F,0.0,1.0,1.0,1.0,左營區-,辛亥路,"2,780"
3268,電梯大樓,4房2廳2衛,權狀57.22坪,主建30.12坪,10年,13F/15F,0.0,0.0,0.0,0.0,楠梓區-,秀群路,"1,798"
3269,電梯大樓,3房2廳2衛,權狀37.91坪,主建15.55坪,2年,9F/15F,0.0,0.0,0.0,0.0,三民區-,自立一路,"1,550"
3270,電梯大樓,3房2廳2衛,權狀37.68坪,主建20.56坪,30年,6F/7F,0.0,1.0,0.0,0.0,鳳山區-,黃埔路,788
3271,電梯大樓,2房2廳1衛,權狀27.4坪,主建13.01坪,3年,2F/18F,0.0,1.0,1.0,0.0,左營區-,桃子園路,"1,068"
3272,電梯大樓,4房2廳2衛,權狀40.7坪,主建23.19坪,1年,7F/7F,0.0,1.0,0.0,0.0,大寮區-,大智街,"1,198"
3273,電梯大樓,3房2廳2衛,權狀42.11坪,主建18.77坪,8年,13F/15F,0.0,1.0,1.0,0.0,楠梓區-,盛昌街,"1,280"
3274,電梯大樓,3房2廳2衛,權狀45.84坪,主建20.02坪,不詳,2F/15F,0.0,1.0,1.0,0.0,左營區-,海富路,"1,158"
3275,別墅,6房3廳5衛,權狀125.82坪,主建116.02坪,1年,1F/5F,0.0,1.0,1.0,0.0,新興區-,河南一路,"5,688"
3276,電梯大樓,3房2廳3衛,權狀86坪,主建44.87坪,4年,19F/29F,0.0,1.0,1.0,1.0,鼓山區-,美術北五街,"3,880"
3277,電梯大樓,3房2廳2衛,權狀42.22坪,主建27坪,27年,12F/24F,0.0,0.0,1.0,1.0,新興區-,七賢一路,"1,198"
3278,電梯大樓,4房2廳2衛,權狀59.11坪,主建28.38坪,4年,20F/22F,0.0,1.0,1.0,0.0,橋頭區-,新東一街,"1,708"
3279,電梯大樓,3房2廳2衛,權狀46.91坪,主建19.65坪,8個月,7F/24F,0.0,1.0,1.0,0.0,三民區-,美都路,"1,698"
3280,電梯大樓,3房2廳2衛,權狀48.92坪,主建25.86坪,7年,7F/15F,0.0,1.0,1.0,1.0,楠梓區-,大學南路,"1,358"
3281,電梯大樓,3房2廳2衛,權狀54.51坪,主建25.86坪,8年,7F/15F,0.0,1.0,1.0,1.0,楠梓區-,大學南路,"1,358"
3282,電梯大樓,3房2廳2衛,權狀47.6坪,主建22.86坪,5年,5F/14F,0.0,1.0,0.0,0.0,仁武區-,霞海中街,"1,598"
3283,電梯大樓,3房2廳2衛,權狀47.09坪,主建19.8坪,3年,9F/23F,0.0,1.0,0.0,0.0,左營區-,華夏路,"1,880"
3284,電梯大樓,3房2廳2衛,權狀47.6坪,主建22.86坪,5年,5F/14F,0.0,1.0,0.0,0.0,仁武區-,霞海中街,"1,598"
3285,電梯大樓,4房2廳2衛,權狀51.36坪,主建32.01坪,18年,4F/15F,0.0,0.0,0.0,0.0,鼓山區-,美術東四路,"1,780"
3286,電梯大樓,5房2廳3衛,權狀73.63坪,主建45.31坪,31年,5F/25F,0.0,1.0,0.0,1.0,三民區-,正興路,"1,680"
3287,透天厝,5房2廳4衛,權狀55.23坪,主建52.76坪,3年,整棟/3F,0.0,1.0,0.0,0.0,仁武區-,安樂一街9巷,"2,280"
3288,電梯大樓,3房2廳2衛,權狀42.11坪,主建18.77坪,8年,13F/15F,0.0,1.0,0.0,0.0,楠梓區-,盛昌街,"1,280"
3289,電梯大樓,2房1廳1衛,權狀33.09坪,主建15.5坪,8年,12F/15F,0.0,1.0,1.0,0.0,左營區-,文天路,"1,398"
3290,電梯大樓,4房2廳4衛,權狀40.18坪,主建24.39坪,28年,17F/17F,0.0,1.0,1.0,1.0,楠梓區-,樂群路15巷,"1,488"
3291,電梯大樓,3房2廳2衛,權狀42.54坪,主建20.69坪,11年,10F/11F,0.0,1.0,1.0,0.0,楠梓區-,創新路,"1,280"
3292,電梯大樓,2房1廳1衛,權狀30.59坪,主建13.74坪,5年,22F/28F,0.0,1.0,1.0,0.0,前金區-,大同一路,"1,298"
3293,電梯大樓,3房2廳2衛,權狀43.59坪,主建21.33坪,11年,5F/15F,1.0,1.0,1.0,0.0,楠梓區-,興泰街,"1,328"
3294,電梯大樓,2房1廳1衛,權狀35.57坪,主建16.49坪,7年,3F/14F,0.0,1.0,1.0,0.0,鳳山區-,中山東路192巷,998
3295,電梯大樓,2房1廳2衛,權狀29.72坪,主建12.76坪,3年,9F/15F,0.0,1.0,0.0,0.0,橋頭區-,經武路,858
3296,電梯大樓,3房2廳2衛,權狀60.61坪,主建29.89坪,9年,2F/15F,0.0,1.0,1.0,0.0,鼓山區-,美術東六街,"2,198"
3297,電梯大樓,5房2廳5衛,權狀243.53坪,主建140.36坪,14年,27F/29F,0.0,0.0,0.0,0.0,前鎮區-,民權二路,"9,680"
3298,電梯大樓,3房2廳2衛,權狀49.61坪,主建25.04坪,23年,17F/26F,0.0,1.0,1.0,0.0,左營區-,新莊一路,"1,598"
3299,電梯大樓,3房2廳2衛,權狀46.91坪,主建19.65坪,8個月,7F/24F,0.0,1.0,1.0,0.0,三民區-,美都路,"1,698"
3300,電梯大樓,2房1廳1衛,權狀35.57坪,主建16.49坪,7年,3F/14F,0.0,1.0,1.0,0.0,鳳山區-,中山東路192巷,998
3301,電梯大樓,2房1廳2衛,權狀29.72坪,主建12.76坪,3年,9F/15F,0.0,1.0,0.0,0.0,橋頭區-,經武路,858
3302,電梯大樓,3房2廳2衛,權狀60.61坪,主建29.89坪,9年,2F/15F,0.0,1.0,1.0,0.0,鼓山區-,美術東六街,"2,198"
3303,電梯大樓,5房2廳5衛,權狀243.53坪,主建140.36坪,14年,27F/29F,0.0,0.0,0.0,0.0,前鎮區-,民權二路,"9,680"
3304,電梯大樓,3房2廳2衛,權狀49.61坪,主建25.04坪,23年,17F/26F,0.0,1.0,1.0,0.0,左營區-,新莊一路,"1,598"
3305,電梯大樓,3房2廳2衛,權狀46.91坪,主建19.65坪,8個月,7F/24F,0.0,1.0,1.0,0.0,三民區-,美都路,"1,698"
3306,電梯大樓,3房2廳2衛,權狀35.27坪,主建18.73坪,4年,14F/14F,0.0,0.0,0.0,0.0,楠梓區-,經建路,"1,068"
3307,電梯大樓,3房2廳2衛,權狀47.2坪,主建27.43坪,29年,19F/19F,0.0,0.0,0.0,0.0,鳳山區-,文清街,"1,058"
3308,電梯大樓,2房1廳1衛,權狀27.73坪,主建15.52坪,18年,2F/14F,1.0,1.0,0.0,0.0,楠梓區-,清豐二路306巷,738
3309,電梯大樓,3房2廳2衛,權狀45.95坪,主建21坪,3年,4F/15F,0.0,1.0,0.0,0.0,鳳山區-,福誠五街,"1,180"
3310,電梯大樓,3房2廳2衛,權狀39.31坪,主建29.85坪,30年,4F/7F,0.0,0.0,0.0,1.0,前鎮區-,佛佑路,688
3311,電梯大樓,3房2廳2衛,權狀49.61坪,主建25.04坪,23年,17F/26F,0.0,0.0,0.0,0.0,左營區-,新莊一路,"1,598"
3312,電梯大樓,3房2廳2衛,權狀58.95坪,主建26.08坪,10年,4F/15F,0.0,1.0,0.0,0.0,三民區-,中華二路,"2,198"
3313,電梯大樓,1房2廳2衛,權狀33.94坪,主建26.91坪,29年,1F~2F/7F,0.0,0.0,0.0,0.0,楠梓區-,清平街51巷,738
3314,電梯大樓,3房2廳2衛,權狀39.09坪,主建26.87坪,31年,6F/12F,0.0,1.0,0.0,1.0,左營區-,立文路,"1,038"
3315,電梯大樓,1房2廳2衛,權狀33.94坪,主建26.91坪,29年,1F~2F/7F,0.0,0.0,0.0,0.0,楠梓區-,清平街51巷,738
3316,電梯大樓,3房2廳2衛,權狀39.09坪,主建26.87坪,31年,6F/12F,0.0,1.0,0.0,1.0,左營區-,立文路,"1,038"
3317,電梯大樓,3房2廳2衛,權狀41.87坪,主建22.54坪,29年,17F/18F,0.0,0.0,1.0,1.0,小港區-,大鵬路,836
3318,電梯大樓,4房2廳3衛,權狀46.75坪,主建32.4坪,34年,9F/19F,0.0,0.0,1.0,1.0,苓雅區-,中華四路19巷,"1,098"
3319,電梯大樓,2房2廳1衛,權狀38.38坪,主建15.49坪,6年,13F/15F,0.0,1.0,0.0,0.0,仁武區-,京吉五路,"1,098"
3320,電梯大樓,3房2廳2衛,權狀36.26坪,主建29.18坪,39年,9F/12F,0.0,0.0,0.0,1.0,新興區-,民生一路,798
3321,電梯大樓,3房2廳2衛,權狀49.75坪,主建28.42坪,30年,8F/15F,0.0,1.0,0.0,0.0,三民區-,清華街,"1,280"
3322,電梯大樓,5房3廳4衛,權狀98.78坪,主建66.79坪,28年,16F/26F,0.0,1.0,1.0,1.0,新興區-,五福二路,"1,890"
3323,電梯大樓,3房2廳2衛,權狀44.49坪,主建25.21坪,28年,6F/7F,0.0,1.0,0.0,0.0,三民區-,寶興路,888
3324,電梯大樓,2房2廳1衛,權狀38.3坪,主建17.05坪,1年,3F/27F,0.0,1.0,0.0,0.0,小港區-,廈莊五街,"1,058"
3325,電梯大樓,2房1廳2衛,權狀22.98坪,主建13.01坪,4年,3F/14F,0.0,0.0,0.0,0.0,楠梓區-,楠梓路1巷,988
3326,電梯大樓,3房2廳2衛,權狀39.01坪,主建21.77坪,19年,4F/13F,1.0,1.0,1.0,0.0,左營區-,文強路,"1,338"
3327,電梯大樓,2房2廳2衛,權狀39.78坪,主建18.24坪,4年,5F/15F,0.0,1.0,0.0,0.0,仁武區-,京吉三路,"1,320"
3328,電梯大樓,2房1廳2衛,權狀33.48坪,主建17.87坪,9年,4F/15F,0.0,0.0,0.0,0.0,楠梓區-,高雄大學路,888
3329,電梯大樓,4房2廳2衛,權狀47.93坪,主建28.36坪,26年,3F/9F,0.0,1.0,1.0,0.0,小港區-,民治路54巷,999
3330,電梯大樓,3房2廳2衛,權狀41.09坪,主建26.51坪,24年,7F/28F,0.0,0.0,1.0,1.0,左營區-,博愛二路,"1,398"
3331,電梯大樓,4房2廳2衛,權狀49.95坪,主建25.35坪,2年,11F/15F,0.0,0.0,0.0,0.0,小港區-,港信路,"1,568"
3332,電梯大樓,3房2廳2衛,權狀39.09坪,主建26.87坪,30年,6F/12F,1.0,1.0,0.0,1.0,左營區-,立文路,"1,038"
3333,公寓,3房2廳1衛,權狀19.97坪,主建19.97坪,52年,3F/4F,0.0,0.0,0.0,0.0,苓雅區-,苓雅二路,468
3334,透天厝,4房2廳2衛,權狀23.73坪,主建23.73坪,50年,整棟/2F,0.0,0.0,0.0,0.0,鳳山區-,中山東路229巷,998
3335,電梯大樓,3房2廳2衛,權狀43坪,主建22.72坪,25年,3F/14F,0.0,0.0,0.0,0.0,鳳山區-,過埤路,798
3336,電梯大樓,3房2廳2衛,權狀21.64坪,主建21.64坪,41年,2F/5F,0.0,0.0,0.0,0.0,大寮區-,九和路1巷,298
3337,電梯大樓,3房2廳2衛,權狀38.86坪,主建23.99坪,27年,7F/7F,0.0,0.0,1.0,0.0,小港區-,宏光街,777
3338,電梯大樓,開放式格局,權狀108.16坪,主建98.93坪,29年,B1~1F/7F,0.0,0.0,0.0,0.0,前金區-,長生街,"2,988"
3339,電梯大樓,1房1衛,權狀7.23坪,主建5.42坪,43年,8F/12F,0.0,0.0,0.0,0.0,新興區-,復興一路,248
3340,電梯大樓,3房2廳2衛,權狀34.39坪,主建19.98坪,28年,6F/17F,0.0,1.0,0.0,1.0,左營區-,文天路,980
3341,電梯大樓,2房2廳1衛,權狀31.11坪,主建13.02坪,3年,15F/18F,0.0,1.0,1.0,0.0,左營區-,桃子園路,"1,168"
3342,電梯大樓,2房1廳1衛,權狀22.27坪,主建11坪,9個月,2F/15F,0.0,0.0,0.0,0.0,三民區-,同盟一路,"1,200"
3343,電梯大樓,1房1衛,權狀12坪,主建8坪,32年,5F/12F,0.0,0.0,0.0,0.0,苓雅區-,永泰路,368
3344,電梯大樓,3房2廳2衛,權狀84.64坪,主建40.42坪,15年,11F/15F,0.0,1.0,0.0,1.0,鳥松區-,明湖路,"3,280"
3345,電梯大樓,4房2廳2衛,權狀37.81坪,主建26.92坪,28年,5F/22F,0.0,0.0,1.0,1.0,鼓山區-,九如四路,858
3346,電梯大樓,3房2廳2衛,權狀49.43坪,主建21.03坪,2年,4F/10F,0.0,1.0,1.0,0.0,岡山區-,成功路80巷,"1,480"
3347,公寓,3房2廳2衛,權狀27.53坪,主建24.31坪,34年,5F/5F,0.0,0.0,0.0,0.0,前鎮區-,育群街266巷,588
3348,電梯大樓,5房3廳3衛,權狀44.2坪,主建34坪,34年,7F/7F,0.0,0.0,0.0,0.0,苓雅區-,武嶺街,"1,180"
3349,電梯大樓,1房2廳1衛,權狀79.87坪,主建65.95坪,29年,1F~2F/2F,0.0,0.0,0.0,0.0,鼓山區-,九如四路,"3,268"
3350,電梯大樓,2房1廳1衛,權狀22.75坪,主建11.83坪,3年,6F/15F,0.0,0.0,0.0,0.0,三民區-,遼寧三街,938
3351,電梯大樓,2房1廳1衛,權狀30.02坪,主建13.4坪,3年,20F/22F,0.0,1.0,0.0,0.0,三民區-,十全三路,"1,198"
3352,電梯大樓,4房2廳2衛,權狀47.35坪,主建30.32坪,28年,5F/12F,0.0,1.0,1.0,1.0,前金區-,八德二路,"1,228"
3353,電梯大樓,3房2廳2衛,權狀38.79坪,主建21.18坪,20年,13F/14F,0.0,1.0,1.0,0.0,鼓山區-,裕民街,"1,280"
3354,電梯大樓,3房2廳2衛,權狀37.44坪,主建23.31坪,29年,4F/16F,1.0,0.0,1.0,1.0,三民區-,義昌路,932
3355,電梯大樓,2房1廳2衛,權狀32.89坪,主建14.8坪,1年,8F/15F,0.0,1.0,0.0,0.0,楠梓區-,大學三十八街,"1,050"
3356,電梯大樓,4房2廳2衛,權狀47.35坪,主建30.32坪,28年,5F/12F,0.0,1.0,1.0,1.0,前金區-,八德二路,"1,228"
3357,電梯大樓,2房2廳2衛,權狀29.85坪,主建14.04坪,7個月,7F/18F,1.0,1.0,1.0,0.0,三民區-,順昌街,"1,238"
3358,電梯大樓,1房2廳1衛,權狀79.87坪,主建65.95坪,29年,1F~2F/2F,0.0,0.0,0.0,0.0,鼓山區-,九如四路,"3,268"
3359,電梯大樓,開放式格局,權狀53.61坪,主建40.15坪,28年,1F~3F/14F,0.0,0.0,0.0,1.0,左營區-,自由三路,"2,588"
3360,電梯大樓,2房1廳1衛,權狀27.52坪,主建10.35坪,不詳,3F/15F,0.0,0.0,0.0,0.0,鳳山區-,勝中路,968
3361,透天厝,4房2廳4衛,權狀39.81坪,主建39.81坪,45年,整棟/3F,0.0,0.0,0.0,0.0,鳳山區-,博愛路,"1,880"
3362,電梯大樓,4房2廳2衛,權狀61坪,主建34.84坪,31年,2F/15F,0.0,0.0,0.0,0.0,前鎮區-,瑞北路,"1,450"
3363,別墅,5房2廳6衛,權狀125.14坪,主建115.19坪,11年,1F~5F/5F,0.0,1.0,1.0,0.0,三民區-,文安南街176巷,"5,588"
3364,公寓,3房2廳2衛,權狀27.53坪,主建24.31坪,34年,5F/5F,0.0,0.0,0.0,0.0,前鎮區-,育群街266巷,588
3365,電梯大樓,2房1廳1衛,權狀32.94坪,主建12.57坪,1個月,15F/22F,0.0,0.0,0.0,0.0,三民區-,美都路,"1,688"
3366,透天厝,4房2廳4衛,權狀39.81坪,主建39.81坪,45年,整棟/3F,0.0,0.0,0.0,0.0,鳳山區-,博愛路,"1,880"
3367,電梯大樓,4房2廳2衛,權狀61坪,主建34.84坪,31年,2F/15F,0.0,0.0,0.0,0.0,前鎮區-,瑞北路,"1,450"
3368,電梯大樓,2房1廳1衛,權狀22.27坪,主建11坪,9個月,2F/15F,0.0,0.0,0.0,0.0,三民區-,同盟一路,"1,200"
3369,電梯大樓,1房1廳1衛,權狀25.43坪,主建10.57坪,不詳,3F/15F,1.0,1.0,0.0,0.0,鳳山區-,勝中路,938
3370,電梯大樓,3房2廳2衛,權狀40.33坪,主建21.58坪,26年,13F/14F,0.0,1.0,1.0,0.0,左營區-,榮總路141巷,998
3371,電梯大樓,開放式格局,權狀49.04坪,主建39.5坪,28年,1F~3F/14F,0.0,0.0,0.0,0.0,左營區-,自由三路,"2,588"
3372,公寓,3房2廳1衛,權狀19.97坪,主建19.97坪,52年,3F/4F,0.0,0.0,0.0,0.0,苓雅區-,苓雅二路,468
3373,電梯大樓,3房2廳2衛,權狀42.52坪,主建22.18坪,4年,3F/14F,0.0,1.0,0.0,0.0,楠梓區-,楠梓路1巷,"1,498"
3374,電梯大樓,4房2廳2衛,權狀121.58坪,主建57.79坪,8年,27F/27F,0.0,0.0,0.0,0.0,三民區-,正忠路,"3,980"
3375,電梯大樓,開放式格局,權狀102.65坪,主建79.65坪,28年,1F~3F/14F,0.0,0.0,0.0,1.0,左營區-,自由三路,"4,980"
3376,公寓,3房2廳2衛,權狀37.43坪,主建28.84坪,36年,3F/5F,0.0,0.0,0.0,0.0,鼓山區-,中華一路,798
3377,電梯大樓,2房2廳2衛,權狀36.33坪,主建16.83坪,不詳,7F/15F,0.0,0.0,0.0,0.0,仁武區-,京富路,"1,188"
3378,電梯大樓,1房1衛,權狀12坪,主建8坪,32年,5F/12F,0.0,0.0,0.0,0.0,苓雅區-,永泰路,368
3379,電梯大樓,2房1廳1衛,權狀32.63坪,主建12.33坪,2年,16F/22F,0.0,1.0,1.0,0.0,苓雅區-,三多二路,"1,098"
3380,電梯大樓,3房2廳2衛,權狀34.75坪,主建21.02坪,29年,3F/8F,0.0,0.0,0.0,0.0,左營區-,富國路353巷,"1,068"
3381,電梯大樓,1房1衛,權狀12坪,主建8坪,32年,5F/12F,0.0,0.0,0.0,0.0,苓雅區-,永泰路,368
3382,別墅,4房2廳3衛,權狀60.79坪,主建52.73坪,17年,整棟/4F,0.0,0.0,0.0,0.0,左營區-,文智路35巷,"2,598"
3383,電梯大樓,4房2廳3衛,權狀147.51坪,主建82.46坪,11年,24F/24F,0.0,0.0,0.0,0.0,苓雅區-,四維三路,"5,200"
3384,電梯大樓,2房1廳1衛,權狀24.21坪,主建11.62坪,2年,6F/14F,0.0,0.0,1.0,0.0,三民區-,察哈爾二街,"1,098"
3385,電梯大樓,2房2廳2衛,權狀31.82坪,主建14.79坪,1個月,7F/29F,0.0,1.0,1.0,0.0,左營區-,文信路,"1,188"
3386,透天厝,3房1廳1衛,權狀35.86坪,主建35.86坪,67年,整棟/1F,0.0,0.0,1.0,0.0,三民區-,晉元街,"11,500"
3387,電梯大樓,3房2廳1衛,權狀39.74坪,主建17.31坪,6個月,7F/24F,0.0,0.0,0.0,0.0,三民區-,美都路,"1,620"
3388,公寓,3房2廳2衛,權狀33.89坪,主建25.96坪,38年,4F/5F,0.0,0.0,1.0,1.0,三民區-,九如一路230巷,568
3389,電梯大樓,2房1廳1衛,權狀31.55坪,主建14.47坪,2年,21F/21F,0.0,1.0,1.0,0.0,三民區-,十全三路,"1,188"
3390,電梯大樓,3房2廳2衛,權狀45.94坪,主建22.5坪,10年,5F/15F,0.0,1.0,1.0,0.0,鳳山區-,北昌二街,"1,488"
3391,電梯大樓,2房1廳2衛,權狀32.89坪,主建14.8坪,1年,13F/15F,0.0,1.0,0.0,0.0,楠梓區-,大學三十八街,"1,166"
3392,電梯大樓,2房1廳1衛,權狀24.21坪,主建11.62坪,2年,6F/14F,0.0,0.0,1.0,0.0,三民區-,察哈爾二街,"1,098"
3393,電梯大樓,4房2廳2衛,權狀52.84坪,主建24.88坪,1個月,12F/15F,0.0,0.0,0.0,0.0,楠梓區-,三山街,"1,498"
3394,電梯大樓,2房1廳1衛,權狀17.94坪,主建12.61坪,41年,7F/12F,0.0,0.0,0.0,0.0,鹽埕區-,河西路,426
3395,電梯大樓,2房2廳2衛,權狀31.82坪,主建14.79坪,1個月,7F/29F,0.0,1.0,1.0,0.0,左營區-,文信路,"1,188"
