ID,Shape,Layout,Area,MainArea,Age,Floor,TopSchool,Parking,Balcony,LowStruct,DisTrict,Road,Money
6335,透天厝,7房3廳9衛,權狀212.49坪,主建195.1坪,9個月,1F~5F/5F,0.0,1.0,1.0,0.0,左營區-,洲仔北街,"5,968"
6336,別墅,6房2廳6衛,權狀76.09坪,主建68.9坪,9個月,1F~4F/4F,1.0,1.0,1.0,0.0,楠梓區-,大學二十街,"3,280"
6337,電梯大樓,3房2廳2衛,權狀54.56坪,主建25.12坪,5年,16F/23F,0.0,1.0,0.0,0.0,鳳山區-,福誠一街,"1,588"
6338,透天厝,5房2廳5衛,權狀74.47坪,主建71.6坪,20年,整棟/4F,0.0,0.0,0.0,0.0,左營區-,立文路,"1,798"
6339,電梯大樓,3房2廳2衛,權狀48.6坪,主建26.4坪,8年,1F/15F,0.0,1.0,0.0,0.0,楠梓區-,大學三十五街,"1,380"
6340,電梯大樓,2房1廳1衛,權狀34.67坪,主建15.23坪,10年,13F/15F,0.0,1.0,0.0,0.0,前金區-,文武二街,"1,498"
6341,電梯大樓,2房1廳1衛,權狀27.66坪,主建12.98坪,4個月,5F/14F,0.0,1.0,0.0,0.0,左營區-,文萊路,988
6342,電梯大樓,3房2廳2衛,權狀43.08坪,主建23.24坪,17年,2F/15F,0.0,1.0,0.0,0.0,鼓山區-,明誠四路,"1,398"
6343,電梯大樓,1房1衛,權狀9.83坪,主建5.65坪,30年,12F/12F,0.0,0.0,0.0,1.0,仁武區-,勇全路,268
6344,電梯大樓,3房2廳2衛,權狀46.88坪,主建21.33坪,3年,4F/15F,0.0,1.0,1.0,0.0,林園區-,溪州三路,"1,498"
6345,電梯大樓,2房2廳2衛,權狀41.21坪,主建17.43坪,5年,2F/15F,0.0,1.0,0.0,0.0,鳳山區-,中崙二路,"1,080"
6346,電梯大樓,3房2廳2衛,權狀36.97坪,主建24.98坪,3年,2F/7F,0.0,0.0,0.0,1.0,苓雅區-,林富街,768
6347,電梯大樓,3房2廳2衛,權狀69.18坪,主建36.94坪,14年,6F/26F,0.0,1.0,0.0,0.0,鳳山區-,頂興街,"2,900"
6348,電梯大樓,2房1廳1衛,權狀28.46坪,主建12.98坪,2年,11F/13F,0.0,1.0,0.0,0.0,小港區-,桂江街,940
6349,別墅,6房2廳6衛,權狀76.09坪,主建68.9坪,9個月,1F~4F/4F,1.0,1.0,1.0,0.0,左營區-,洲仔北街,"3,280"
6350,透天厝,7房3廳9衛,權狀212.49坪,主建195.1坪,9個月,1F~5F/5F,0.0,1.0,1.0,0.0,楠梓區-,大學二十街,"5,968"
6351,電梯大樓,3房2廳2衛,權狀54.56坪,主建25.12坪,5年,16F/23F,0.0,1.0,0.0,0.0,鳳山區-,福誠一街,"1,588"
6352,透天厝,5房2廳5衛,權狀74.47坪,主建71.6坪,20年,整棟/4F,0.0,0.0,0.0,0.0,左營區-,立文路,"1,798"
6353,電梯大樓,3房2廳2衛,權狀48.6坪,主建26.4坪,8年,1F/15F,0.0,1.0,0.0,0.0,楠梓區-,大學三十五街,"1,380"
6354,電梯大樓,2房1廳1衛,權狀34.67坪,主建15.23坪,10年,13F/15F,0.0,1.0,0.0,0.0,前金區-,文武二街,"1,498"
6355,電梯大樓,2房1廳1衛,權狀27.66坪,主建12.98坪,4個月,5F/14F,0.0,1.0,0.0,0.0,左營區-,文萊路,988
6356,電梯大樓,4房2廳2衛,權狀81.51坪,主建42.55坪,5年,12F/29F,0.0,1.0,0.0,0.0,鼓山區-,美術東六街,"3,368"
6357,電梯大樓,3房2廳2衛,權狀43.08坪,主建23.24坪,17年,2F/15F,0.0,1.0,0.0,0.0,鳳山區-,建國路三段,"1,398"
6358,公寓,3房2廳2衛,權狀30.08坪,主建21.2坪,39年,1F/5F,0.0,1.0,0.0,0.0,左營區-,文康路,"1,168"
6359,電梯大樓,4房2廳2衛,權狀55.1坪,主建32.78坪,17年,12F/14F,0.0,1.0,1.0,0.0,左營區-,孟子路,"1,788"
6360,電梯大樓,3房2廳2衛,權狀27.37坪,主建20.08坪,31年,7F/13F,0.0,0.0,1.0,1.0,前金區-,文武二街,698
6361,電梯大樓,3房2廳2衛,權狀36.66坪,主建17.73坪,7年,3F/15F,0.0,1.0,1.0,0.0,大寮區-,內厝路,998
6362,電梯大樓,3房2廳2衛,權狀29.4坪,主建20.2坪,30年,10F/10F,0.0,0.0,1.0,0.0,鼓山區-,文忠路,588
6363,電梯大樓,4房2廳2衛,權狀50.58坪,主建26.64坪,18年,8F/15F,0.0,1.0,0.0,0.0,左營區-,博愛二路,"1,880"
6364,電梯大樓,3房2廳2衛,權狀45.9坪,主建31.08坪,30年,6F/8F,0.0,1.0,1.0,1.0,新興區-,民生一路,"1,198"
6365,電梯大樓,2房1廳1衛,權狀24坪,主建14.54坪,不詳,29F/34F,0.0,0.0,0.0,0.0,鳳山區-,長明街,"1,198"
6366,電梯大樓,2房2廳1衛,權狀26.2坪,主建14.92坪,6年,5F/15F,0.0,0.0,0.0,0.0,左營區-,博愛二路,988
6367,透天厝,4房2廳4衛,權狀27.45坪,主建27.45坪,58年,整棟/2F,0.0,0.0,1.0,0.0,前鎮區-,中華五路,"2,198"
6368,電梯大樓,開放式格局,權狀212.75坪,主建109.78坪,12年,26F/27F,0.0,1.0,0.0,0.0,左營區-,文強路,"6,980"
6369,電梯大樓,3房2廳2衛,權狀43.31坪,主建20.13坪,18年,14F/15F,0.0,1.0,0.0,0.0,左營區-,文學路611巷,"1,580"
6370,電梯大樓,3房2廳2衛,權狀39.8坪,主建18.56坪,19年,5F/14F,0.0,0.0,0.0,0.0,左營區-,博愛四路,"1,228"
6371,電梯大樓,3房2廳2衛,權狀58.65坪,主建23.5坪,4年,4F/15F,0.0,1.0,0.0,0.0,仁武區-,慈惠五街,"1,798"
6372,電梯大樓,3房2廳2衛,權狀49.54坪,主建25.69坪,9年,7F/24F,0.0,1.0,0.0,0.0,三民區-,鼎金後路,"2,098"
6373,別墅,6房2廳6衛,權狀104.94坪,主建97.05坪,5年,1F~4F/4F,0.0,1.0,0.0,0.0,苓雅區-,復興二路,"3,980"
6374,電梯大樓,3房2廳2衛,權狀36.78坪,主建22.69坪,9年,10F/15F,0.0,0.0,0.0,0.0,橋頭區-,經武路,"1,218"
6375,電梯大樓,1房1廳1衛,權狀9.98坪,主建6.3坪,27年,4F/16F,0.0,0.0,1.0,1.0,鼓山區-,美術東四路,298
6376,電梯大樓,3房2廳2衛,權狀45.87坪,主建20.18坪,5年,14F/24F,0.0,1.0,0.0,0.0,三民區-,建國三路,"1,380"
6377,電梯大樓,2房1廳1衛,權狀26.87坪,主建13.74坪,15年,14F/15F,0.0,1.0,0.0,0.0,橋頭區-,橋新二路,"1,038"
6378,電梯大樓,3房2廳2衛,權狀44.37坪,主建22.45坪,3年,9F/15F,0.0,1.0,1.0,0.0,前金區-,中華三路,"1,550"
6379,別墅,5房2廳5衛,權狀66.41坪,主建58.18坪,5年,1F~5F/5F,0.0,0.0,0.0,0.0,小港區-,廈莊五街,"2,350"
6380,電梯大樓,2房2廳1衛,權狀31.31坪,主建16.1坪,1年,20F/27F,0.0,0.0,0.0,0.0,前鎮區-,新光路,858
6381,透天厝,開放式格局,權狀160.39坪,主建160.39坪,43年,整棟/5F,0.0,1.0,0.0,0.0,左營區-,新莊一路,"3,880"
6382,電梯大樓,開放式格局,權狀140.49坪,主建62.8坪,4年,37F/68F,0.0,0.0,0.0,0.0,苓雅區-,新光路62巷,"5,980"
6383,電梯大樓,4房2廳2衛,權狀37.82坪,主建26.92坪,28年,5F/22F,0.0,0.0,0.0,1.0,三民區-,清華街,858
6384,電梯大樓,4房2廳2衛,權狀52.04坪,主建31.63坪,26年,19F/26F,1.0,0.0,1.0,1.0,三民區-,凱歌路,"1,698"
6385,電梯大樓,3房2廳2衛,權狀32.39坪,主建32.39坪,46年,5F/6F,0.0,0.0,1.0,0.0,三民區-,順昌街,738
6386,透天厝,6房2廳4衛,權狀60.98坪,主建60.98坪,43年,整棟/4F,0.0,0.0,1.0,0.0,鼓山區-,美術東六街,"1,250"
6387,電梯大樓,2房2廳2衛,權狀29.87坪,主建14.04坪,8個月,7F/18F,0.0,1.0,0.0,0.0,苓雅區-,青年一路,"1,238"
6388,電梯大樓,4房2廳2衛,權狀59.64坪,主建33.92坪,21年,13F/14F,1.0,1.0,1.0,0.0,左營區-,博愛四路,"1,998"
6389,透天厝,3房2廳4衛,權狀73.75坪,主建65.41坪,5年,1F~4F/4F,0.0,0.0,1.0,0.0,楠梓區-,德民路820巷,"2,488"
6390,透天厝,3房2廳2衛,權狀44.64坪,主建19.85坪,2年,13F/15F,0.0,1.0,0.0,0.0,小港區-,康莊路,"1,498"
6391,電梯大樓,3房2廳2衛,權狀37.15坪,主建18.91坪,12年,3F/15F,0.0,1.0,0.0,0.0,前鎮區-,凱旋四路,998
6392,電梯大樓,3房2廳2衛,權狀39.09坪,主建25.25坪,32年,8F/15F,0.0,0.0,1.0,1.0,三民區-,正忠路186巷,688
6393,電梯大樓,3房2廳2衛,權狀41.21坪,主建22.93坪,18年,4F/13F,0.0,0.0,0.0,0.0,三民區-,正興路,"1,280"
6394,公寓,4房4衛,權狀21.74坪,主建19.38坪,39年,5F/5F,0.0,0.0,0.0,0.0,前鎮區-,武慶一路,498
6395,電梯大樓,5房2廳3衛,權狀73.62坪,主建45.31坪,31年,5F/25F,0.0,1.0,1.0,1.0,仁武區-,京吉三路,"1,680"
6396,電梯大樓,3房2廳2衛,權狀43.52坪,主建22.86坪,9年,3F/15F,0.0,1.0,0.0,0.0,鼓山區-,美術館路,"1,588"
6397,電梯大樓,3房2廳2衛,權狀45.27坪,主建22.57坪,1年,12F/15F,0.0,1.0,0.0,0.0,左營區-,博愛二路,"1,398"
6398,電梯大樓,3房2廳2衛,權狀49.87坪,主建31.54坪,16年,2F/14F,0.0,0.0,0.0,0.0,大社區-,萬金路309巷,"2,080"
6399,電梯大樓,開放式格局,權狀212.75坪,主建109.78坪,11年,26F/27F,0.0,0.0,0.0,0.0,鳳山區-,建國路三段,"6,980"
6400,透天厝,3房2廳3衛,權狀34.49坪,主建34.49坪,49年,整棟/3F,0.0,0.0,0.0,0.0,鼓山區-,美術南二路,"1,688"
6401,透天厝,3房2廳2衛,權狀25.53坪,主建25.53坪,47年,整棟/2F,0.0,0.0,0.0,0.0,前鎮區-,育樂路,498
6402,電梯大樓,3房2廳1衛,權狀30.69坪,主建18.54坪,9個月,5F/5F,1.0,1.0,1.0,0.0,三民區-,民族一路,"1,100"
6403,電梯大樓,3房2廳2衛,權狀48.66坪,主建23.89坪,8年,8F/15F,0.0,1.0,1.0,0.0,鳳山區-,文建街,"1,498"
6404,電梯大樓,2房1廳2衛,權狀23.58坪,主建16.05坪,29年,6F/16F,0.0,0.0,1.0,1.0,三民區-,自強一路207巷,738
6405,公寓,3房2廳2衛,權狀24.33坪,主建24.33坪,45年,4F/5F,0.0,0.0,1.0,0.0,鳳山區-,中山東路192巷,398
6406,電梯大樓,2房1廳1衛,權狀35.57坪,主建16.49坪,7年,3F/14F,1.0,1.0,1.0,0.0,左營區-,群英街,998
6407,透天厝,6房2廳5衛,權狀44.05坪,主建44.05坪,45年,整棟/3F,0.0,0.0,0.0,0.0,新興區-,七賢一路,"2,980"
6408,透天厝,5房4廳4衛,權狀81.88坪,主建81.88坪,55年,1F~4F/4F,1.0,0.0,1.0,0.0,大社區-,自由路,"3,600"
6409,電梯大樓,3房2廳2衛,權狀32.94坪,主建23.79坪,27年,7F/12F,0.0,0.0,0.0,1.0,三民區-,民孝路93巷,748
6410,透天厝,開放式格局,權狀95.4坪,主建95.4坪,48年,整棟/3F,1.0,0.0,0.0,0.0,三民區-,鼎新路,"3,280"
6411,電梯大樓,2房2廳1衛,權狀24.43坪,主建17.62坪,24年,9F/12F,0.0,1.0,0.0,1.0,三民區-,壽昌路,998
6412,透天厝,5房2廳3衛,權狀23.71坪,主建23.71坪,46年,1F~2F/2F,0.0,1.0,1.0,0.0,左營區-,榮總路,"1,680"
6413,電梯大樓,3房2廳2衛,權狀44.67坪,主建24.73坪,26年,14F/14F,0.0,1.0,0.0,0.0,小港區-,漢民路710巷,"1,250"
6414,電梯大樓,4房2廳2衛,權狀57坪,主建36.08坪,26年,7F/8F,0.0,1.0,1.0,1.0,三民區-,河堤路,"1,180"
6415,透天厝,3房2廳3衛,權狀35.4坪,主建33.75坪,32年,整棟/3F,0.0,0.0,0.0,0.0,大社區-,自由路,"1,380"
6416,透天厝,開放式格局,權狀95.4坪,主建95.4坪,48年,整棟/3F,1.0,0.0,0.0,0.0,三民區-,民孝路93巷,"3,280"
6417,電梯大樓,2房2廳1衛,權狀24.43坪,主建17.62坪,24年,9F/12F,0.0,1.0,0.0,1.0,三民區-,壽昌路,998
6418,透天厝,5房2廳3衛,權狀23.71坪,主建23.71坪,46年,1F~2F/2F,0.0,1.0,1.0,0.0,左營區-,榮總路,"1,680"
6419,電梯大樓,3房2廳2衛,權狀44.67坪,主建24.73坪,26年,14F/14F,0.0,1.0,0.0,0.0,小港區-,漢民路710巷,"1,250"
6420,電梯大樓,4房2廳2衛,權狀57坪,主建36.08坪,26年,7F/8F,0.0,1.0,1.0,1.0,三民區-,河堤路,"1,180"
6421,電梯大樓,2房2廳1衛,權狀30.21坪,主建15.38坪,26年,8F/14F,0.0,1.0,1.0,1.0,鼓山區-,神農路,998
6422,公寓,3房2廳2衛,權狀35.51坪,主建32.97坪,38年,1F/5F,0.0,0.0,0.0,0.0,鳳山區-,八德路二段,"1,280"
6423,電梯大樓,5房2廳5衛,權狀172.63坪,主建77.28坪,16年,18F/24F,1.0,1.0,1.0,0.0,鳥松區-,山腳路,"7,188"
6424,透天厝,4房2廳4衛,權狀49.37坪,主建43.08坪,11年,整棟/4F,0.0,1.0,1.0,0.0,前鎮區-,中二路,"2,080"
6425,透天厝,4房2廳4衛,權狀50.95坪,主建43.65坪,15年,1F~4F/4F,0.0,1.0,0.0,0.0,三民區-,天津街,"1,758"
6426,電梯大樓,3房2廳2衛,權狀45.12坪,主建27.27坪,32年,10F/12F,0.0,1.0,1.0,1.0,大樹區-,新鎮路,"1,088"
6427,電梯大樓,1房1廳1衛,權狀12坪,主建7.45坪,25年,9F/25F,0.0,0.0,0.0,1.0,鳳山區-,建國路一段,388
6428,透天厝,3房2廳2衛,權狀36.39坪,主建36.39坪,58年,1F~2F/2F,0.0,0.0,0.0,0.0,鹽埕區-,七賢二路,"2,388"
6429,別墅,6房2廳6衛,權狀104.94坪,主建89.38坪,5年,1F~4F/4F,0.0,0.0,0.0,0.0,楠梓區-,青農路58巷,"3,980"
6430,透天厝,5房3廳3衛,權狀78.45坪,主建78.45坪,43年,整棟/4F,0.0,0.0,0.0,0.0,小港區-,沿海一路,"2,380"
6431,電梯大樓,4房2廳2衛,權狀59.86坪,主建34.6坪,19年,1F/11F,1.0,1.0,0.0,0.0,三民區-,南台路,"2,185"
6432,電梯大樓,1房1廳1衛,權狀12坪,主建7.46坪,26年,9F/25F,0.0,0.0,1.0,1.0,前鎮區-,瑞興街,388
6433,電梯大樓,3房2廳3衛,權狀80.17坪,主建55.53坪,27年,9F/9F,0.0,1.0,0.0,1.0,前金區-,六合二路,"1,998"
6434,透天厝,6房2廳6衛,權狀94.33坪,主建94.33坪,13年,整棟/4F,0.0,0.0,0.0,0.0,橋頭區-,經武路,"3,980"
6435,電梯大樓,3房2廳2衛,權狀45.05坪,主建18.88坪,2年,19F/26F,0.0,0.0,0.0,0.0,左營區-,政德路,"1,698"
6436,電梯大樓,3房2廳2衛,權狀49.47坪,主建20.18坪,5年,20F/24F,0.0,1.0,0.0,0.0,三民區-,民族巷,"1,598"
6437,電梯大樓,4房2廳3衛,權狀53.86坪,主建33.98坪,26年,3F~4F/9F,0.0,0.0,0.0,1.0,鳳山區-,北文街,"1,098"
6438,透天厝,開放式格局,權狀21.25坪,主建21.25坪,53年,整棟/2F,0.0,0.0,0.0,0.0,仁武區-,永新二街,399
6439,公寓,3房2廳2衛,權狀26.04坪,主建24.88坪,40年,5F/5F,0.0,0.0,1.0,0.0,三民區-,民族巷,428
6440,電梯大樓,3房2廳2衛,權狀61.53坪,主建29.99坪,5年,12F/29F,0.0,1.0,1.0,0.0,左營區-,富民路,"1,998"
6441,電梯大樓,4房2廳2衛,權狀47.93坪,主建28.36坪,27年,3F/9F,0.0,1.0,0.0,0.0,鳳山區-,永忠街,999
6442,透天厝,6房10衛,權狀224.35坪,主建177.03坪,37年,整棟/5F,0.0,0.0,0.0,0.0,仁武區-,京富路,"5,980"
6443,透天厝,4房2廳3衛,權狀20.2坪,主建20.2坪,53年,1F~2F/2F,0.0,0.0,1.0,0.0,楠梓區-,寶溪北街,"1,198"
6444,電梯大樓,2房2廳2衛,權狀30.29坪,主建12.03坪,不詳,8F/15F,0.0,0.0,0.0,0.0,鼓山區-,美術東四路,"1,066"
6445,電梯大樓,1房1廳1衛,權狀12坪,主建7.46坪,26年,9F/25F,0.0,0.0,1.0,1.0,三民區-,大裕路,388
6446,電梯大樓,3房2廳3衛,權狀80.17坪,主建55.53坪,27年,9F/9F,0.0,1.0,0.0,1.0,前金區-,六合二路,"1,998"
6447,透天厝,6房2廳6衛,權狀94.33坪,主建94.33坪,13年,整棟/4F,0.0,0.0,0.0,0.0,橋頭區-,經武路,"3,980"
6448,電梯大樓,3房2廳2衛,權狀45.05坪,主建18.88坪,2年,19F/26F,0.0,0.0,0.0,0.0,左營區-,政德路,"1,698"
6449,電梯大樓,3房2廳2衛,權狀49.47坪,主建20.18坪,5年,20F/24F,0.0,1.0,0.0,0.0,三民區-,民族巷,"1,598"
6450,電梯大樓,4房2廳3衛,權狀53.86坪,主建33.98坪,26年,3F~4F/9F,0.0,0.0,0.0,1.0,鳳山區-,北文街,"1,098"
6451,透天厝,開放式格局,權狀21.25坪,主建21.25坪,53年,整棟/2F,0.0,0.0,0.0,0.0,仁武區-,永新二街,399
6452,電梯大樓,4房2廳2衛,權狀47.93坪,主建28.36坪,27年,3F/9F,0.0,1.0,0.0,0.0,鳳山區-,永忠街,999
6453,電梯大樓,2房2廳1衛,權狀30.66坪,主建14.91坪,8年,8F/15F,0.0,1.0,1.0,0.0,三民區-,民族巷,"1,038"
6454,透天厝,6房10衛,權狀224.35坪,主建177.03坪,37年,整棟/5F,0.0,0.0,0.0,0.0,仁武區-,京富路,"5,980"
6455,透天厝,4房2廳3衛,權狀20.2坪,主建20.2坪,53年,1F~2F/2F,0.0,0.0,1.0,0.0,楠梓區-,寶溪北街,"1,198"
6456,電梯大樓,2房2廳2衛,權狀30.29坪,主建12.03坪,不詳,8F/15F,0.0,0.0,0.0,0.0,鼓山區-,美術東四路,"1,066"
6457,透天厝,4房2衛,權狀28.56坪,主建28.56坪,49年,整棟/2F,0.0,0.0,0.0,0.0,鼓山區-,青海路,"1,498"
6458,電梯大樓,3房2廳2衛,權狀40.1坪,主建21.08坪,5年,15F/15F,0.0,1.0,0.0,0.0,鼓山區-,大順一路1041巷,"1,298"
6459,電梯大樓,4房2廳2衛,權狀48.55坪,主建30.08坪,28年,3F/27F,0.0,1.0,0.0,1.0,楠梓區-,楠梓路269巷,"1,588"
6460,公寓,4房2廳3衛,權狀33.54坪,主建26.73坪,40年,5F/5F,0.0,0.0,1.0,1.0,楠梓區-,德民路,498
6461,電梯大樓,3房2廳2衛,權狀44.46坪,主建24.31坪,18年,15F/15F,0.0,1.0,0.0,0.0,楠梓區-,興楠路203巷,"1,360"
6462,透天厝,3房2廳2衛,權狀27.1坪,主建27.1坪,41年,整棟/2F,0.0,0.0,0.0,0.0,大樹區-,新鎮路,"1,560"
6463,透天厝,3房2廳3衛,權狀35.41坪,主建33.77坪,31年,1F~3F/3F,0.0,1.0,0.0,0.0,苓雅區-,建民路,"1,380"
6464,電梯大樓,4房2廳2衛,權狀35.61坪,主建24.57坪,28年,15F/17F,0.0,0.0,1.0,1.0,左營區-,博愛四路,458
6465,電梯大樓,3房2廳2衛,權狀40.42坪,主建24.58坪,17年,6F/28F,0.0,1.0,0.0,0.0,鼓山區-,美術南三路,"1,598"
6466,電梯大樓,3房2廳2衛,權狀41.59坪,主建20.3坪,9年,11F/24F,0.0,1.0,0.0,0.0,左營區-,文康路,"1,757"
6467,電梯大樓,3房2廳2衛,權狀53.14坪,主建25.76坪,10年,5F/24F,0.0,0.0,0.0,0.0,鼓山區-,龍德路,"2,398"
6468,電梯大樓,2房1廳1衛,權狀26.93坪,主建14.87坪,9年,2F/13F,0.0,0.0,0.0,0.0,鼓山區-,龍德路,990
6469,電梯大樓,4房2廳2衛,權狀41.03坪,主建25.77坪,17年,8F/14F,0.0,0.0,0.0,0.0,鼓山區-,裕誠路,"1,568"
6470,電梯大樓,3房2廳2衛,權狀51.19坪,主建20.39坪,1個月,5F/19F,1.0,1.0,1.0,0.0,小港區-,高松路,"2,760"
6471,電梯大樓,2房2廳1衛,權狀32.12坪,主建14.61坪,不詳,7F/12F,0.0,1.0,0.0,0.0,鳳山區-,自強二路,958
6472,透天厝,4房3廳4衛,權狀53.88坪,主建44.65坪,16年,1F~4F/4F,0.0,0.0,0.0,0.0,鳳山區-,和德街,"3,296"
6473,電梯大樓,2房1廳2衛,權狀30.56坪,主建14.13坪,6個月,9F/14F,0.0,1.0,1.0,0.0,苓雅區-,自強三路,"1,267"
6474,電梯大樓,2房1廳1衛,權狀32.6坪,主建12.13坪,3年,14F/25F,0.0,0.0,0.0,0.0,鹽埕區-,府北路,998
6475,電梯大樓,3房2廳1衛,權狀29.68坪,主建23.46坪,47年,6F/9F,0.0,0.0,1.0,0.0,苓雅區-,自強三路,588
6476,電梯大樓,2房2衛,權狀18.08坪,主建12.67坪,43年,11F/12F,0.0,0.0,1.0,1.0,燕巢區-,海成北街,418
6477,電梯大樓,1房1衛,權狀13.43坪,主建9.37坪,24年,24F/85F,1.0,0.0,0.0,0.0,大寮區-,潮和路,265
6478,電梯大樓,2房2廳1衛,權狀23.03坪,主建13.8坪,1年,5F/7F,0.0,1.0,0.0,0.0,三民區-,覺民路285巷,758
6479,電梯大樓,3房2廳2衛,權狀32.79坪,主建16.74坪,1年,5F/5F,0.0,1.0,0.0,0.0,仁武區-,慈惠五街,798
6480,透天厝,6房3廳8衛,權狀150坪,主建138.8坪,7年,整棟/3F,0.0,0.0,0.0,0.0,鳳山區-,北昌三街,"9,800"
6481,電梯大樓,3房2廳2衛,權狀47.35坪,主建22.37坪,12年,8F/17F,0.0,1.0,1.0,0.0,新興區-,民生二路,"1,198"
6482,電梯大樓,2房1廳1衛,權狀36.51坪,主建13.83坪,不詳,26F/34F,0.0,1.0,1.0,0.0,三民區-,平等路,"1,600"
6483,透天厝,4房2廳3衛,權狀47.17坪,主建42.82坪,3年,整棟/4F,0.0,0.0,0.0,0.0,三民區-,民族一路,"1,720"
6484,電梯大樓,3房2廳2衛,權狀49.48坪,主建28.35坪,27年,3F/24F,1.0,1.0,0.0,0.0,小港區-,廈莊六街,"1,280"
6485,公寓,3房2廳2衛,權狀26.7坪,主建23.29坪,37年,5F/5F,0.0,0.0,0.0,0.0,鼓山區-,鼓山二路,638
6486,電梯大樓,3房2廳2衛,權狀56.65坪,主建21.52坪,4年,9F/15F,0.0,1.0,0.0,0.0,三民區-,民族一路,"1,998"
6487,透天厝,3房2廳2衛,權狀23.71坪,主建23.71坪,50年,整棟/2F,0.0,0.0,0.0,0.0,橋頭區-,新東一街,368
6488,電梯大樓,3房2廳2衛,權狀55.85坪,主建25.13坪,9年,5F/14F,1.0,1.0,1.0,0.0,鼓山區-,富農路,"1,798"
6489,電梯大樓,3房2廳2衛,權狀49.84坪,主建22.53坪,3年,14F/22F,0.0,1.0,0.0,0.0,新興區-,七賢二路,"1,498"
6490,電梯大樓,3房2廳2衛,權狀31.04坪,主建31.04坪,18年,1F/15F,0.0,0.0,0.0,0.0,楠梓區-,大學十一街,"1,799"
6491,電梯大樓,2房1廳1衛,權狀22坪,主建16.36坪,41年,5F/12F,0.0,0.0,1.0,1.0,三民區-,明哲路,370
6492,電梯大樓,3房2廳2衛,權狀44.63坪,主建19.85坪,2年,13F/15F,0.0,1.0,1.0,0.0,左營區-,桃子園路,"1,498"
6493,電梯大樓,3房2廳2衛,權狀43.95坪,主建19.65坪,3年,12F/18F,0.0,1.0,0.0,0.0,仁武區-,京吉二路,"1,398"
6494,透天厝,10房2廳4衛,權狀63.52坪,主建63.52坪,44年,整棟/4F,0.0,0.0,0.0,0.0,鼓山區-,平川街,"2,980"
6495,電梯大樓,3房2廳2衛,權狀65.29坪,主建25.07坪,5年,14F/15F,0.0,1.0,0.0,0.0,鼓山區-,美術東四路,"1,880"
6496,透天厝,4房2廳2衛,權狀20.58坪,主建20.58坪,58年,1F~2F/2F,1.0,0.0,1.0,0.0,苓雅區-,中正二路,"1,198"
6497,電梯大樓,3房2廳2衛,權狀39.18坪,主建17.03坪,6個月,20F/24F,0.0,1.0,0.0,0.0,楠梓區-,德惠路,"1,680"
6498,電梯大樓,2房1廳1衛,權狀18.52坪,主建10.62坪,2年,3F/15F,0.0,0.0,0.0,0.0,鳥松區-,澄湖路,823
6499,電梯大樓,1房1廳1衛,權狀11.03坪,主建8.92坪,27年,4F/16F,0.0,0.0,0.0,0.0,前鎮區-,翠亨北路399巷,278
6500,電梯大樓,3房2廳2衛,權狀46.98坪,主建21.44坪,17年,16F/19F,1.0,1.0,1.0,0.0,鳳山區-,黃埔路,"1,458"
6501,電梯大樓,2房1廳2衛,權狀46.88坪,主建22.81坪,6年,12F/13F,0.0,1.0,0.0,0.0,左營區-,博愛二路,"1,580"
6502,電梯大樓,2房1廳1衛,權狀22坪,主建16.36坪,41年,5F/12F,0.0,0.0,1.0,1.0,楠梓區-,大學十一街,370
6503,電梯大樓,3房2廳2衛,權狀44.63坪,主建19.85坪,2年,13F/15F,0.0,1.0,1.0,0.0,三民區-,明哲路,"1,498"
6504,電梯大樓,3房2廳2衛,權狀46.56坪,主建24.71坪,30年,9F/20F,0.0,1.0,0.0,0.0,左營區-,桃子園路,"1,388"
6505,電梯大樓,3房2廳2衛,權狀43.95坪,主建19.65坪,3年,12F/18F,0.0,1.0,0.0,0.0,仁武區-,京吉二路,"1,398"
6506,透天厝,10房2廳4衛,權狀63.52坪,主建63.52坪,44年,整棟/4F,0.0,0.0,0.0,0.0,鼓山區-,平川街,"2,980"
6507,電梯大樓,3房2廳2衛,權狀65.29坪,主建25.07坪,5年,14F/15F,0.0,1.0,0.0,0.0,鼓山區-,美術東四路,"1,880"
6508,透天厝,4房2廳2衛,權狀20.58坪,主建20.58坪,58年,1F~2F/2F,1.0,0.0,1.0,0.0,苓雅區-,中正二路,"1,198"
6509,電梯大樓,3房2廳2衛,權狀39.18坪,主建17.03坪,6個月,20F/24F,0.0,1.0,0.0,0.0,楠梓區-,德惠路,"1,680"
6510,電梯大樓,2房1廳1衛,權狀18.52坪,主建10.62坪,2年,3F/15F,0.0,0.0,0.0,0.0,鳥松區-,澄湖路,823
6511,電梯大樓,1房1廳1衛,權狀11.03坪,主建8.92坪,27年,4F/16F,0.0,0.0,0.0,0.0,前鎮區-,翠亨北路399巷,278
6512,電梯大樓,3房2廳2衛,權狀46.98坪,主建21.44坪,17年,16F/19F,1.0,1.0,1.0,0.0,鳳山區-,黃埔路,"1,458"
6513,電梯大樓,2房1廳2衛,權狀46.88坪,主建22.81坪,6年,12F/13F,0.0,1.0,0.0,0.0,左營區-,博愛二路,"1,580"
6514,電梯大樓,3房2廳2衛,權狀37.67坪,主建20.55坪,30年,6F/7F,1.0,1.0,1.0,0.0,左營區-,洲仔北街,788
