Shape,Area,MainArea,Age,TopSchool,Parking,Balcony,LowStruct,DisTrict,Money,Room,LivingRoom,Bathroom,Floor_min,Floor_max
電梯大樓,48.91,26.58,22.0,0.0,1.0,1.0,0.0,鳥松區,2480.0,2.0,2.0,2.0,12,24
電梯大樓,26.86,16.52,9.0,0.0,0.0,0.0,0.0,前金區,1098.0,2.0,2.0,1.0,12,15
透天厝,26.37,26.37,20.0,1.0,0.0,1.0,0.0,鼓山區,1280.0,5.0,3.0,3.0,All,2
透天厝,27.74,27.73,50.0,0.0,0.0,0.0,0.0,鳳山區,1980.0,4.0,2.0,5.0,All,2
公寓,28.64,24.06,39.0,0.0,0.0,0.0,0.0,鼓山區,698.0,3.0,2.0,2.0,1,5
電梯大樓,169.44,99.01,16.0,0.0,1.0,1.0,0.0,仁武區,4800.0,7.0,3.0,5.0,4,4
電梯大樓,26.86,15.87,4.0,0.0,0.0,1.0,0.0,小港區,798.0,2.0,2.0,1.0,12,12
透天厝,37.34,37.34,30.0,0.0,0.0,0.0,0.0,三民區,1100.0,7.0,2.0,3.0,All,4
電梯大樓,27.32,16.32,18.0,0.0,0.0,0.0,0.0,前鎮區,928.0,2.0,1.0,1.0,11,13
電梯大樓,28.26,17.36,8.0,0.0,0.0,0.0,0.0,左營區,998.0,2.0,2.0,1.0,13,13
電梯大樓,41.45,20.6,19.0,0.0,1.0,0.0,1.0,大樹區,1538.0,3.0,2.0,2.0,15,15
透天厝,21.34,21.34,58.0,0.0,0.0,0.0,0.0,三民區,1580.0,3.0,2.0,2.0,All,2
公寓,46.29,35.69,31.0,0.0,0.0,0.0,1.0,前鎮區,950.0,4.0,2.0,3.0,13,15
電梯大樓,40.24,27.8,26.0,0.0,0.0,1.0,1.0,鳥松區,980.0,4.0,2.0,2.0,7,14
透天厝,22.86,22.86,46.0,0.0,0.0,0.0,0.0,鼓山區,698.0,3.0,3.0,2.0,All,2
電梯大樓,47.03,24.54,17.0,0.0,1.0,0.0,0.0,鼓山區,2088.0,3.0,2.0,2.0,18,19
電梯大樓,44.28,21.99,15.0,0.0,1.0,0.0,0.0,小港區,1738.0,3.0,2.0,2.0,13,15
公寓,21.2,21.2,45.0,0.0,0.0,1.0,0.0,仁武區,398.0,3.0,2.0,1.0,5,5
電梯大樓,26.86,15.87,5.0,0.0,0.0,1.0,0.0,三民區,798.0,2.0,1.0,1.0,12,14
電梯大樓,60.55,31.16,2.0,0.0,1.0,0.0,0.0,楠梓區,1980.0,4.0,2.0,2.0,9,15
公寓,16.01,16.01,36.0,0.0,0.0,0.0,0.0,鳳山區,598.0,2.0,2.0,1.0,1,5
公寓,16.01,16.01,36.0,0.0,0.0,0.0,0.0,三民區,598.0,2.0,2.0,1.0,1,5
電梯大樓,45.9,31.04,30.0,0.0,1.0,1.0,1.0,鳳山區,998.0,3.0,2.0,2.0,11,13
公寓,21.52,21.52,48.0,0.0,0.0,0.0,0.0,仁武區,550.0,3.0,2.0,2.0,4,5
電梯大樓,26.86,15.87,4.0,0.0,0.0,1.0,0.0,前鎮區,798.0,2.0,2.0,1.0,12,14
電梯大樓,116.67,67.01,8.0,0.0,1.0,0.0,0.0,左營區,2658.0,5.0,2.0,4.0,10,15
電梯大樓,34.64,14.23,8.0,0.0,1.0,1.0,0.0,三民區,980.0,2.0,2.0,1.0,11,15
透天厝,25.95,25.95,39.0,0.0,0.0,0.0,0.0,前鎮區,898.0,3.0,2.0,2.0,All,3
電梯大樓,67.6,35.5,10.0,0.0,1.0,0.0,0.0,鳳山區,2380.0,3.0,2.0,2.0,10,15
透天厝,82.92,82.92,1.0,0.0,1.0,1.0,0.0,三民區,3880.0,5.0,2.0,5.0,All,1
電梯大樓,42.44,29.01,30.0,0.0,0.0,1.0,0.0,新興區,1098.0,4.0,2.0,2.0,1,7
電梯大樓,46.94,22.98,9.0,0.0,1.0,0.0,0.0,橋頭區,1868.0,3.0,2.0,2.0,2,15
電梯大樓,65.3,33.0,8.0,0.0,1.0,0.0,0.0,前鎮區,1898.0,3.0,2.0,2.0,13,15
電梯大樓,69.18,36.95,14.0,0.0,1.0,1.0,1.0,鼓山區,2900.0,3.0,2.0,2.0,6,26
透天厝,72.1,72.1,54.0,0.0,0.0,0.0,0.0,前鎮區,2980.0,9.0,2.0,4.0,All,4
電梯大樓,61.9,31.88,10.0,0.0,0.0,0.0,0.0,鼓山區,2988.0,3.0,2.0,2.0,22,27
電梯大樓,41.75,22.93,16.0,1.0,1.0,0.0,0.0,大寮區,1398.0,2.0,2.0,2.0,16,27
電梯大樓,92.18,49.82,18.0,0.0,1.0,0.0,0.0,三民區,3388.0,4.0,2.0,2.0,7,25
電梯大樓,33.94,21.26,27.0,0.0,1.0,1.0,1.0,苓雅區,620.0,3.0,2.0,2.0,6,12
電梯大樓,46.16,25.64,19.0,0.0,1.0,0.0,1.0,楠梓區,1368.0,3.0,2.0,2.0,2,13
電梯大樓,14.54,8.61,16.0,0.0,0.0,1.0,0.0,小港區,638.0,1.0,1.0,1.0,7,13
電梯大樓,46.3,20.7,4.0,0.0,1.0,0.0,0.0,苓雅區,1390.0,3.0,2.0,2.0,11,15
電梯大樓,46.3,21.35,6.0,0.0,1.0,0.0,0.0,三民區,1498.0,3.0,2.0,2.0,6,15
電梯大樓,46.94,22.98,9.0,1.0,1.0,1.0,0.0,三民區,1868.0,3.0,2.0,2.0,2,15
電梯大樓,64.86,31.89,2.0,0.0,1.0,0.0,0.0,鳳山區,3280.0,3.0,2.0,2.0,14,15
透天厝,69.86,64.65,11.0,0.0,0.0,0.0,0.0,三民區,1288.0,4.0,3.0,3.0,All,4
公寓,23.53,23.53,43.0,0.0,0.0,0.0,0.0,三民區,688.0,3.0,2.0,2.0,3,5
電梯大樓,31.46,15.21,0.0833333333333333,0.0,1.0,1.0,0.0,三民區,1098.0,2.0,1.0,2.0,11,27
公寓,23.53,23.53,43.0,0.0,0.0,0.0,0.0,三民區,688.0,3.0,2.0,2.0,3,5
電梯大樓,31.46,15.21,0.0833333333333333,0.0,1.0,1.0,0.0,三民區,1098.0,2.0,1.0,2.0,11,27
電梯大樓,36.7,15.57,17.0,0.0,1.0,1.0,0.0,楠梓區,998.0,2.0,1.0,1.0,4,15
透天厝,83.82,71.51,18.0,0.0,1.0,1.0,0.0,鳳山區,2680.0,6.0,2.0,6.0,1,5
電梯大樓,26.45,12.46,2.0,0.0,1.0,0.0,0.0,鼓山區,966.0,2.0,1.0,1.0,5,15
電梯大樓,27.44,8.95,5.0,0.0,0.0,0.0,0.0,鼓山區,868.0,1.0,1.0,1.0,10,13
電梯大樓,29.61,11.23,0.5,0.0,0.0,0.0,0.0,新興區,1288.0,2.0,2.0,1.0,17,24
電梯大樓,86.61,57.08,17.0,0.0,0.0,0.0,0.0,苓雅區,3880.0,4.0,2.0,4.0,All,11
電梯大樓,14.87,11.64,29.0,0.0,0.0,0.0,0.0,鼓山區,588.0,2.0,1.0,1.0,10,12
透天厝,48.26,48.26,43.0,0.0,0.0,0.0,0.0,左營區,1680.0,3.0,2.0,4.0,All,4
電梯大樓,81.46,56.24,34.0,0.0,0.0,0.0,0.0,鼓山區,1680.0,5.0,2.0,3.0,5,12
電梯大樓,43.52,17.47,7.0,0.0,1.0,1.0,0.0,三民區,1598.0,2.0,2.0,1.0,10,12
電梯大樓,28.15,13.59,0.6666666666666666,0.0,1.0,0.0,0.0,楠梓區,1268.0,2.0,2.0,1.0,21,26
電梯大樓,45.2,19.44,2.0,1.0,1.0,0.0,0.0,前鎮區,1580.0,3.0,2.0,2.0,2,22
電梯大樓,9.14,4.67,17.0,0.0,0.0,1.0,0.0,鼓山區,280.0,1.0,1.0,1.0,5,6
電梯大樓,37.15,16.89,5.0,0.0,1.0,1.0,1.0,小港區,798.0,2.0,2.0,1.0,8,16
電梯大樓,62.09,32.92,18.0,0.0,0.0,0.0,0.0,苓雅區,2980.0,4.0,2.0,2.0,5,20
電梯大樓,48.91,26.58,22.0,0.0,1.0,0.0,0.0,鳳山區,2480.0,2.0,2.0,2.0,12,24
透天厝,38.65,35.69,42.0,0.0,0.0,0.0,0.0,鼓山區,1380.0,5.0,3.0,4.0,All,3
透天厝,48.21,45.79,20.0,0.0,0.0,0.0,0.0,鼓山區,1680.0,4.0,2.0,4.0,All,4
電梯大樓,48.25,28.54,30.0,0.0,1.0,1.0,0.0,三民區,1380.0,4.0,2.0,2.0,6,14
電梯大樓,43.17,22.36,29.0,0.0,1.0,1.0,1.0,燕巢區,1380.0,3.0,2.0,2.0,8,16
電梯大樓,44.48,32.35,29.0,0.0,0.0,0.0,0.0,仁武區,1150.0,4.0,1.0,2.0,4,19
電梯大樓,38.38,15.49,7.0,0.0,1.0,1.0,0.0,三民區,1098.0,2.0,1.0,1.0,13,15
透天厝,61.52,58.15,39.0,0.0,0.0,0.0,0.0,鼓山區,1650.0,4.0,2.0,4.0,All,4
電梯大樓,48.53,26.78,19.0,0.0,1.0,1.0,1.0,左營區,1680.0,3.0,2.0,2.0,7,14
電梯大樓,44.47,27.74,31.0,0.0,0.0,0.0,0.0,鹽埕區,1068.0,4.0,2.0,2.0,12,17
電梯大樓,41.7,25.24,30.0,0.0,1.0,1.0,0.0,楠梓區,988.0,4.0,2.0,2.0,8,8
電梯大樓,43.59,21.33,12.0,0.0,1.0,1.0,0.0,鼓山區,1328.0,3.0,2.0,2.0,5,15
電梯大樓,85.48,46.05,10.0,0.0,1.0,1.0,0.0,鳳山區,3288.0,4.0,2.0,2.0,4,24
透天厝,41.17,41.0,42.0,0.0,0.0,1.0,0.0,鼓山區,1550.0,4.0,2.0,3.0,All,3
電梯大樓,38.88,16.38,2.0,0.0,1.0,1.0,0.0,楠梓區,1298.0,3.0,2.0,2.0,11,14
電梯大樓,42.78,22.46,20.0,0.0,1.0,1.0,0.0,三民區,1398.0,3.0,2.0,2.0,11,14
電梯大樓,34.0,21.22,22.0,1.0,0.0,1.0,1.0,三民區,920.0,3.0,2.0,2.0,6,14
電梯大樓,39.08,26.05,24.0,0.0,0.0,0.0,0.0,三民區,1080.0,3.0,2.0,2.0,3,9
電梯大樓,23.11,13.5,7.0,0.0,0.0,1.0,0.0,苓雅區,988.0,2.0,2.0,1.0,15,15
透天厝,64.13,59.78,43.0,0.0,0.0,0.0,0.0,鼓山區,4280.0,8.0,8.0,5.0,All,5
電梯大樓,42.78,22.46,20.0,0.0,1.0,0.0,1.0,左營區,1398.0,3.0,2.0,2.0,11,14
電梯大樓,15.17,9.8,25.0,0.0,0.0,0.0,0.0,前鎮區,398.0,1.0,1.0,1.0,21,85
透天厝,60.91,58.03,30.0,0.0,0.0,1.0,0.0,左營區,938.0,6.0,2.0,3.0,All,4
別墅,76.64,66.4,0.1666666666666666,0.0,0.0,0.0,0.0,鹽埕區,1980.0,4.0,3.0,5.0,All,5
電梯大樓,43.07,20.86,9.0,0.0,1.0,1.0,0.0,小港區,1198.0,3.0,2.0,2.0,6,15
電梯大樓,41.87,22.54,29.0,0.0,0.0,0.0,1.0,燕巢區,836.0,3.0,2.0,2.0,17,18
電梯大樓,18.15,18.15,41.0,0.0,0.0,1.0,0.0,左營區,498.0,3.0,2.0,2.0,2,12
電梯大樓,63.1,47.16,28.0,0.0,1.0,0.0,1.0,前鎮區,3180.0,3.0,2.0,3.0,All,13
透天厝,27.82,27.82,47.0,0.0,0.0,0.0,0.0,三民區,998.0,3.0,2.0,3.0,All,2
透天厝,54.62,47.12,19.0,0.0,1.0,1.0,0.0,鼓山區,2980.0,5.0,2.0,4.0,All,4
透天厝,140.6,124.95,13.0,1.0,0.0,0.0,0.0,三民區,6888.0,6.0,3.0,7.0,1,5
電梯大樓,169.44,99.01,16.0,0.0,1.0,0.0,0.0,鳳山區,4800.0,7.0,3.0,5.0,4,15
電梯大樓,46.56,24.71,30.0,0.0,1.0,1.0,0.0,鳳山區,1388.0,3.0,2.0,2.0,9,20
透天厝,50.68,47.25,33.0,0.0,0.0,0.0,0.0,鼓山區,1108.0,6.0,2.0,4.0,All,4
透天厝,55.74,55.74,42.0,0.0,0.0,0.0,0.0,鳳山區,1450.0,4.0,2.0,3.0,All,3
別墅,98.27,92.11,32.0,0.0,0.0,0.0,0.0,大社區,1200.0,5.0,2.0,3.0,All,4
電梯大樓,66.79,28.12,5.0,0.0,1.0,0.0,0.0,大社區,2988.0,2.0,2.0,2.0,27,29
透天厝,29.01,29.01,43.0,0.0,1.0,1.0,0.0,鳳山區,1798.0,4.0,2.0,3.0,All,2
透天厝,46.78,39.03,21.0,0.0,0.0,1.0,0.0,鳳山區,1250.0,5.0,2.0,3.0,All,3
公寓,43.95,36.0,35.0,0.0,0.0,0.0,0.0,鳳山區,498.0,4.0,2.0,2.0,5,5
透天厝,49.33,43.05,11.0,0.0,0.0,0.0,0.0,前金區,2080.0,4.0,2.0,4.0,All,4
電梯大樓,30.57,14.13,0.1666666666666666,0.0,1.0,1.0,0.0,鳥松區,1188.0,3.0,1.0,2.0,6,14
電梯大樓,57.65,31.86,15.0,0.0,0.0,0.0,0.0,左營區,1880.0,4.0,2.0,2.0,4,15
透天厝,27.92,25.95,31.0,0.0,0.0,0.0,0.0,楠梓區,788.0,4.0,2.0,4.0,All,4
透天厝,62.05,52.41,29.0,0.0,0.0,0.0,0.0,大寮區,768.0,4.0,2.0,4.0,All,4
別墅,35.38,32.22,36.0,0.0,0.0,1.0,0.0,三民區,1058.0,5.0,2.0,4.0,All,2
電梯大樓,32.92,17.44,0.3333333333333333,0.0,1.0,1.0,0.0,三民區,1192.0,2.0,2.0,2.0,2,15
電梯大樓,41.01,26.51,24.0,1.0,0.0,0.0,1.0,楠梓區,1398.0,3.0,2.0,2.0,7,28
別墅,35.38,32.22,36.0,0.0,0.0,1.0,0.0,三民區,1058.0,5.0,2.0,4.0,All,2
電梯大樓,32.92,17.44,0.3333333333333333,0.0,1.0,1.0,0.0,三民區,1192.0,2.0,2.0,2.0,2,15
電梯大樓,33.48,17.87,8.0,0.0,0.0,0.0,0.0,三民區,888.0,2.0,1.0,2.0,4,15
透天厝,65.07,58.98,27.0,0.0,1.0,0.0,1.0,岡山區,1450.0,4.0,2.0,3.0,All,5
電梯大樓,56.08,31.15,19.0,0.0,1.0,1.0,0.0,苓雅區,1388.0,3.0,2.0,2.0,10,11
透天厝,26.56,26.56,42.0,0.0,0.0,0.0,0.0,新興區,888.0,4.0,2.0,3.0,1,3
電梯大樓,44.54,14.25,5.0,1.0,1.0,0.0,0.0,旗山區,1188.0,2.0,1.0,1.0,22,29
電梯大樓,52.1,30.98,28.0,0.0,0.0,0.0,0.0,前鎮區,135.0,4.0,2.0,2.0,7,14
透天厝,57.45,53.82,46.0,0.0,0.0,0.0,0.0,楠梓區,400.0,6.0,3.0,3.0,All,3
別墅,241.16,241.16,32.0,0.0,1.0,0.0,0.0,楠梓區,8800.0,7.0,2.0,5.0,All,3
電梯大樓,50.38,30.29,3.0,1.0,1.0,0.0,0.0,三民區,1950.0,4.0,2.0,2.0,23,23
電梯大樓,40.94,21.44,5.0,1.0,1.0,0.0,0.0,左營區,1250.0,3.0,2.0,2.0,8,15
透天厝,72.67,56.95,13.0,0.0,0.0,0.0,0.0,鳳山區,2988.0,6.0,2.0,6.0,All,4
電梯大樓,39.31,24.77,31.0,1.0,1.0,1.0,0.0,鼓山區,1080.0,3.0,2.0,2.0,2,8
電梯大樓,49.44,26.47,19.0,0.0,1.0,0.0,0.0,橋頭區,1850.0,4.0,2.0,2.0,4,15
透天厝,68.64,52.79,0.6666666666666666,0.0,1.0,0.0,0.0,鼓山區,2750.0,5.0,2.0,4.0,All,4
透天厝,42.23,38.32,30.0,0.0,0.0,0.0,0.0,三民區,538.0,4.0,2.0,3.0,All,3
電梯大樓,69.0,45.9,32.0,1.0,1.0,1.0,0.0,三民區,2100.0,4.0,2.0,2.0,4,8
電梯大樓,40.46,20.9,1.0,0.0,1.0,0.0,0.0,岡山區,1650.0,3.0,2.0,2.0,9,18
電梯大樓,34.93,24.75,35.0,0.0,0.0,0.0,1.0,橋頭區,698.0,3.0,2.0,2.0,7,7
電梯大樓,62.42,35.07,17.0,0.0,1.0,0.0,0.0,鹽埕區,1388.0,4.0,2.0,2.0,9,12
電梯大樓,62.98,28.12,4.0,0.0,1.0,0.0,0.0,苓雅區,2880.0,4.0,2.0,2.0,13,23
電梯大樓,36.59,23.73,32.0,0.0,0.0,0.0,1.0,三民區,978.0,3.0,2.0,2.0,3,12
電梯大樓,23.9,15.3,17.0,0.0,0.0,0.0,1.0,大寮區,898.0,2.0,2.0,1.0,3,15
透天厝,47.38,44.34,22.0,0.0,0.0,1.0,0.0,仁武區,1398.0,5.0,3.0,3.0,All,3
透天厝,23.94,23.94,43.0,0.0,0.0,0.0,0.0,鳳山區,1528.0,5.0,2.0,3.0,All,2
電梯大樓,31.28,24.6,31.0,0.0,0.0,1.0,0.0,左營區,596.0,3.0,2.0,2.0,1,7
透天厝,49.75,49.75,47.0,0.0,0.0,1.0,0.0,鼓山區,1088.0,6.0,2.0,3.0,All,3
電梯大樓,48.66,23.89,8.0,0.0,1.0,1.0,0.0,鼓山區,1498.0,3.0,2.0,2.0,8,15
電梯大樓,92.19,49.82,18.0,0.0,1.0,0.0,0.0,鼓山區,3388.0,4.0,2.0,2.0,7,25
電梯大樓,40.6,26.0,31.0,0.0,1.0,0.0,1.0,左營區,838.0,3.0,2.0,2.0,11,17
透天厝,75.81,70.0,1.0,0.0,0.0,0.0,0.0,鳳山區,3380.0,4.0,2.0,5.0,All,4
電梯大樓,40.13,28.71,39.0,0.0,0.0,0.0,1.0,新興區,658.0,4.0,2.0,2.0,4,15
電梯大樓,34.0,12.0,0.0833333333333333,0.0,0.0,0.0,0.0,鼓山區,1212.0,2.0,1.0,1.0,7,34
公寓,23.67,23.67,43.0,0.0,0.0,0.0,0.0,三民區,980.0,3.0,2.0,3.0,1,5
電梯大樓,73.92,34.36,20.0,0.0,1.0,1.0,1.0,三民區,2888.0,4.0,2.0,2.0,22,23
電梯大樓,44.94,19.37,1.0,0.0,1.0,0.0,0.0,三民區,2180.0,3.0,2.0,2.0,15,24
透天厝,23.95,23.95,45.0,0.0,0.0,1.0,0.0,三民區,998.0,3.0,2.0,2.0,All,2
電梯大樓,31.61,15.47,0.6666666666666666,0.0,1.0,0.0,0.0,仁武區,1238.0,3.0,2.0,2.0,20,24
公寓,23.66,23.66,43.0,0.0,0.0,0.0,0.0,苓雅區,980.0,3.0,2.0,2.0,1,5
別墅,77.86,77.86,11.0,0.0,1.0,0.0,0.0,左營區,3580.0,4.0,2.0,4.0,All,4
電梯大樓,31.07,14.06,5.0,0.0,1.0,0.0,0.0,鳳山區,1298.0,2.0,1.0,1.0,10,15
電梯大樓,34.23,19.54,1.0,0.0,1.0,1.0,1.0,三民區,1200.0,3.0,2.0,2.0,5,6
電梯大樓,37.11,25.02,25.0,0.0,0.0,1.0,0.0,前鎮區,858.0,3.0,2.0,2.0,5,12
電梯大樓,122.55,68.46,16.0,0.0,1.0,0.0,0.0,鼓山區,4888.0,4.0,2.0,4.0,9,29
電梯大樓,32.99,18.35,8.0,0.0,1.0,1.0,0.0,大寮區,1318.0,2.0,2.0,2.0,3,15
透天厝,20.47,20.47,55.0,0.0,0.0,0.0,0.0,鳳山區,1180.0,3.0,2.0,3.0,All,2
電梯大樓,36.49,17.52,30.0,0.0,1.0,0.0,1.0,新興區,598.0,3.0,2.0,2.0,9,9
電梯大樓,47.63,32.09,29.0,0.0,0.0,0.0,0.0,左營區,1198.0,4.0,2.0,1.0,5,23
電梯大樓,115.13,82.66,36.0,0.0,0.0,0.0,1.0,鳥松區,3750.0,4.0,4.0,4.0,All,2
電梯大樓,62.2,36.94,23.0,1.0,1.0,0.0,0.0,岡山區,2280.0,4.0,2.0,2.0,7,14
電梯大樓,43.86,26.97,27.0,0.0,0.0,0.0,0.0,左營區,1398.0,3.0,2.0,2.0,14,16
透天厝,33.49,29.92,36.0,0.0,0.0,0.0,0.0,仁武區,1898.0,4.0,2.0,3.0,All,3
透天厝,104.94,97.03,5.0,0.0,1.0,0.0,0.0,苓雅區,3980.0,6.0,2.0,6.0,All,4
別墅,36.99,36.99,46.0,0.0,0.0,1.0,0.0,苓雅區,1688.0,4.0,2.0,3.0,All,3
電梯大樓,56.21,25.95,22.0,0.0,1.0,0.0,0.0,苓雅區,2480.0,2.0,2.0,2.0,12,24
電梯大樓,72.71,38.6,4.0,0.0,1.0,0.0,0.0,鼓山區,3680.0,3.0,2.0,3.0,1,12
電梯大樓,35.08,24.82,28.0,0.0,0.0,0.0,1.0,前鎮區,898.0,3.0,2.0,2.0,6,22
電梯大樓,44.05,21.58,7.0,0.0,1.0,0.0,0.0,新興區,1680.0,3.0,2.0,2.0,14,15
別墅,81.44,77.86,11.0,0.0,0.0,0.0,0.0,苓雅區,3580.0,5.0,2.0,4.0,All,4
電梯大樓,56.21,25.95,22.0,0.0,1.0,0.0,0.0,苓雅區,2480.0,2.0,2.0,2.0,12,24
電梯大樓,72.71,38.6,4.0,0.0,1.0,0.0,0.0,鼓山區,3680.0,3.0,2.0,3.0,1,12
電梯大樓,35.08,24.82,28.0,0.0,0.0,0.0,1.0,前鎮區,898.0,3.0,2.0,2.0,6,22
電梯大樓,44.05,21.58,7.0,0.0,1.0,0.0,0.0,新興區,1680.0,3.0,2.0,2.0,14,15
電梯大樓,130.61,75.41,22.0,0.0,0.0,0.0,0.0,鳳山區,3960.0,4.0,2.0,4.0,22,41
電梯大樓,48.9,25.95,22.0,0.0,1.0,1.0,0.0,苓雅區,2480.0,2.0,2.0,2.0,12,24
電梯大樓,34.07,23.0,31.0,0.0,0.0,0.0,1.0,大寮區,880.0,3.0,2.0,2.0,11,13
電梯大樓,48.9,25.95,22.0,0.0,1.0,1.0,0.0,前鎮區,2480.0,2.0,2.0,2.0,12,24
電梯大樓,37.08,22.5,29.0,0.0,1.0,0.0,1.0,苓雅區,698.0,3.0,2.0,2.0,10,10
電梯大樓,71.97,37.6,9.0,0.0,0.0,0.0,0.0,鳳山區,2598.0,4.0,2.0,2.0,13,15
電梯大樓,52.78,29.63,24.0,0.0,1.0,0.0,0.0,三民區,798.0,4.0,2.0,2.0,9,14
透天厝,20.69,20.69,47.0,0.0,0.0,0.0,0.0,前鎮區,938.0,5.0,2.0,3.0,All,2
電梯大樓,40.41,24.58,17.0,0.0,1.0,0.0,0.0,鼓山區,1598.0,3.0,2.0,2.0,6,28
公寓,32.66,26.22,40.0,0.0,0.0,1.0,1.0,鳳山區,538.0,3.0,2.0,2.0,5,5
電梯大樓,70.39,36.67,11.0,0.0,1.0,1.0,0.0,小港區,2650.0,4.0,2.0,2.0,4,15
公寓,41.6,32.75,39.0,0.0,0.0,0.0,1.0,三民區,680.0,4.0,2.0,2.0,5,5
公寓,35.51,29.9,37.0,0.0,0.0,0.0,1.0,三民區,1280.0,3.0,2.0,2.0,1,5
電梯大樓,47.44,17.57,11.0,1.0,1.0,0.0,0.0,左營區,1568.0,3.0,1.0,1.0,11,15
公寓,27.35,27.35,43.0,0.0,0.0,0.0,0.0,鳳山區,628.0,3.0,2.0,2.0,2,5
透天厝,20.47,20.47,55.0,0.0,0.0,0.0,0.0,鳳山區,1180.0,3.0,2.0,3.0,All,2
透天厝,49.99,49.99,45.0,0.0,0.0,0.0,0.0,鳳山區,1980.0,5.0,1.0,3.0,All,3
電梯大樓,30.67,14.91,8.0,0.0,1.0,1.0,0.0,鳳山區,1038.0,2.0,2.0,1.0,8,15
電梯大樓,36.9,18.75,2.0,1.0,1.0,0.0,0.0,新興區,1268.0,2.0,1.0,2.0,4,14
公寓,11.4,7.88,27.0,0.0,0.0,0.0,0.0,楠梓區,158.0,1.0,1.0,1.0,5,5
電梯大樓,28.4,25.88,41.0,0.0,0.0,1.0,0.0,左營區,750.0,4.0,2.0,1.0,2,7
透天厝,62.69,54.3,18.0,0.0,1.0,0.0,0.0,仁武區,1998.0,4.0,2.0,3.0,All,5
電梯大樓,41.71,23.38,16.0,0.0,1.0,0.0,0.0,鼓山區,1320.0,3.0,2.0,2.0,7,15
透天厝,58.37,52.79,11.0,0.0,0.0,1.0,0.0,楠梓區,2080.0,4.0,2.0,3.0,All,4
電梯大樓,49.5,21.98,20.0,0.0,1.0,1.0,0.0,小港區,1938.0,3.0,2.0,2.0,3,15
電梯大樓,27.53,17.36,8.0,0.0,0.0,0.0,0.0,三民區,798.0,2.0,1.0,2.0,7,15
透天厝,62.69,54.3,18.0,0.0,1.0,0.0,0.0,左營區,1998.0,4.0,2.0,3.0,All,5
電梯大樓,41.71,23.38,16.0,0.0,1.0,0.0,0.0,仁武區,1320.0,3.0,2.0,2.0,7,15
透天厝,58.37,52.79,11.0,0.0,0.0,1.0,0.0,鼓山區,2080.0,4.0,2.0,3.0,All,4
電梯大樓,49.5,21.98,20.0,0.0,1.0,1.0,0.0,小港區,1938.0,3.0,2.0,2.0,3,15
電梯大樓,27.53,17.36,8.0,0.0,0.0,0.0,0.0,三民區,798.0,2.0,1.0,2.0,7,15
電梯大樓,29.87,14.04,0.5833333333333334,0.0,1.0,0.0,0.0,仁武區,1238.0,2.0,2.0,2.0,7,7
電梯大樓,40.95,21.44,5.0,0.0,1.0,0.0,0.0,楠梓區,1250.0,3.0,2.0,2.0,8,15
電梯大樓,54.85,27.64,6.0,1.0,1.0,0.0,0.0,苓雅區,1988.0,3.0,2.0,2.0,19,28
電梯大樓,67.04,32.18,5.0,0.0,0.0,0.0,0.0,鳳山區,2980.0,3.0,2.0,2.0,10,15
電梯大樓,26.43,11.05,1.0,0.0,1.0,0.0,0.0,楠梓區,888.0,2.0,1.0,1.0,5,15
電梯大樓,43.2,27.7,29.0,0.0,1.0,1.0,1.0,鹽埕區,890.0,4.0,2.0,2.0,5,7
透天厝,43.0,43.0,49.0,0.0,0.0,0.0,0.0,鳳山區,1880.0,8.0,2.0,4.0,All,3
電梯大樓,40.33,28.17,23.0,0.0,0.0,1.0,1.0,鳥松區,1060.0,4.0,2.0,2.0,4,10
電梯大樓,40.32,21.58,26.0,0.0,1.0,0.0,0.0,左營區,998.0,3.0,2.0,2.0,13,14
電梯大樓,52.2,33.56,26.0,0.0,1.0,0.0,1.0,前鎮區,1480.0,4.0,2.0,2.0,14,14
電梯大樓,41.36,17.89,8.0,0.0,1.0,0.0,0.0,鳥松區,1368.0,2.0,2.0,1.0,15,15
電梯大樓,38.79,27.09,41.0,0.0,0.0,1.0,1.0,左營區,698.0,3.0,2.0,2.0,6,12
電梯大樓,44.69,19.43,20.0,0.0,0.0,0.0,0.0,左營區,2338.0,3.0,2.0,2.0,27,33
電梯大樓,75.06,38.36,4.0,0.0,0.0,0.0,0.0,鼓山區,2980.0,4.0,2.0,2.0,19,24
電梯大樓,40.32,21.58,26.0,0.0,1.0,0.0,0.0,小港區,998.0,3.0,2.0,2.0,13,14
電梯大樓,38.79,27.09,41.0,0.0,0.0,1.0,1.0,左營區,698.0,3.0,2.0,2.0,6,12
電梯大樓,58.65,23.51,4.0,1.0,1.0,0.0,0.0,前鎮區,1798.0,3.0,2.0,2.0,4,15
透天厝,20.62,20.62,49.0,0.0,0.0,0.0,0.0,三民區,1180.0,5.0,2.0,3.0,All,2
電梯大樓,40.46,20.9,0.6666666666666666,1.0,1.0,1.0,0.0,前鎮區,1650.0,3.0,2.0,2.0,9,18
電梯大樓,87.56,40.11,9.0,0.0,1.0,0.0,0.0,鼓山區,3880.0,3.0,1.0,2.0,21,29
透天厝,144.28,120.46,16.0,0.0,1.0,0.0,0.0,仁武區,6380.0,5.0,5.0,5.0,All,5
電梯大樓,23.36,20.46,41.0,0.0,0.0,0.0,0.0,鳳山區,638.0,3.0,2.0,1.0,3,7
