Shape,Area,MainArea,Age,TopSchool,Parking,Balcony,LowStruct,DisTrict,Money,Room,LivingRoom,Bathroom,Floor_min,Floor_max
電梯大樓,50.0,25.94,25.0,1.0,1.0,1.0,0.0,三民區,1650.0,3.0,2.0,2.0,6,14
電梯大樓,154.2,82.46,15.0,0.0,1.0,0.0,1.0,苓雅區,5380.0,3.0,3.0,3.0,15,24
電梯大樓,107.49,57.65,6.0,0.0,1.0,0.0,0.0,前鎮區,4298.0,4.0,2.0,4.0,11,29
電梯大樓,40.41,24.58,16.0,0.0,1.0,0.0,0.0,苓雅區,1598.0,3.0,2.0,2.0,6,28
電梯大樓,46.56,24.71,30.0,0.0,1.0,0.0,0.0,三民區,1388.0,3.0,2.0,2.0,9,20
電梯大樓,34.64,14.23,9.0,0.0,1.0,1.0,0.0,三民區,980.0,2.0,2.0,1.0,11,15
電梯大樓,37.29,18.67,5.0,0.0,1.0,0.0,0.0,楠梓區,998.0,3.0,1.0,2.0,5,19
電梯大樓,30.88,21.27,28.0,0.0,0.0,0.0,0.0,鳳山區,858.0,3.0,2.0,2.0,14,16
電梯大樓,92.93,56.18,18.0,0.0,0.0,0.0,0.0,前鎮區,2698.0,5.0,2.0,3.0,15,15
電梯大樓,40.45,21.4,3.0,0.0,1.0,1.0,0.0,鳳山區,1180.0,3.0,2.0,2.0,4,15
電梯大樓,35.23,22.5,30.0,0.0,1.0,1.0,1.0,三民區,998.0,3.0,2.0,2.0,1,12
電梯大樓,80.07,46.13,12.0,0.0,1.0,0.0,0.0,鼓山區,2888.0,5.0,3.0,3.0,1,19
電梯大樓,76.73,34.97,1.0,0.0,1.0,1.0,0.0,鼓山區,3968.0,3.0,2.0,2.0,19,27
電梯大樓,59.8,33.14,9.0,1.0,1.0,1.0,0.0,三民區,2068.0,4.0,2.0,2.0,13,15
電梯大樓,73.16,39.59,25.0,0.0,1.0,1.0,0.0,左營區,2480.0,6.0,2.0,2.0,12,12
電梯大樓,37.42,22.52,18.0,0.0,0.0,1.0,0.0,前鎮區,1188.0,3.0,2.0,2.0,2,15
電梯大樓,41.4,17.06,2.0,0.0,1.0,1.0,0.0,仁武區,1238.0,3.0,2.0,2.0,4,15
公寓,111.81,50.43,10.0,0.0,1.0,1.0,0.0,鼓山區,5580.0,4.0,2.0,2.0,5,28
電梯大樓,50.51,25.95,22.0,0.0,1.0,1.0,1.0,苓雅區,1980.0,3.0,2.0,2.0,8,24
電梯大樓,55.1,32.79,16.0,0.0,0.0,0.0,0.0,鳳山區,1788.0,4.0,2.0,2.0,12,14
公寓,16.04,16.04,44.0,0.0,0.0,0.0,0.0,鳳山區,398.0,2.0,2.0,1.0,2,5
電梯大樓,67.04,32.18,6.0,0.0,1.0,1.0,0.0,苓雅區,2980.0,3.0,2.0,2.0,10,15
透天厝,69.65,63.84,14.0,0.0,0.0,0.0,0.0,三民區,3600.0,5.0,2.0,4.0,All,5
電梯大樓,37.42,22.52,18.0,0.0,0.0,0.0,0.0,前鎮區,1188.0,3.0,2.0,2.0,2,15
電梯大樓,78.62,43.71,10.0,0.0,1.0,0.0,0.0,鼓山區,2480.0,4.0,2.0,2.0,2,15
電梯大樓,32.19,11.87,3.0,0.0,1.0,1.0,0.0,苓雅區,1130.0,2.0,1.0,1.0,4,22
電梯大樓,20.82,20.82,45.0,0.0,0.0,1.0,0.0,三民區,620.0,3.0,2.0,1.0,11,11
電梯大樓,40.03,18.74,7.0,0.0,1.0,1.0,0.0,小港區,1360.0,2.0,2.0,2.0,11,17
透天厝,69.82,67.08,2.0,1.0,0.0,0.0,0.0,楠梓區,3380.0,4.0,3.0,6.0,All,4
透天厝,51.04,45.82,19.0,0.0,0.0,0.0,0.0,鳳山區,1750.0,4.0,2.0,4.0,All,4
透天厝,51.71,47.64,10.0,0.0,0.0,0.0,0.0,岡山區,2088.0,5.0,2.0,3.0,All,3
電梯大樓,9.25,7.33,43.0,0.0,0.0,0.0,0.0,鳥松區,220.0,1.0,1.0,1.0,11,12
電梯大樓,34.78,19.43,1.0,0.0,1.0,0.0,0.0,楠梓區,1190.0,2.0,1.0,2.0,5,15
電梯大樓,67.61,35.56,10.0,0.0,1.0,1.0,0.0,三民區,2380.0,3.0,2.0,2.0,10,15
透天厝,63.34,58.15,8.0,0.0,1.0,0.0,0.0,小港區,2680.0,6.0,2.0,6.0,All,3
電梯大樓,85.79,37.7,9.0,0.0,0.0,0.0,0.0,三民區,3680.0,4.0,2.0,3.0,26,29
別墅,82.6,76.38,21.0,0.0,0.0,0.0,0.0,小港區,2330.0,6.0,2.0,4.0,All,4
電梯大樓,32.03,20.44,0.0833333333333333,0.0,1.0,0.0,1.0,大社區,968.0,3.0,2.0,2.0,2,5
電梯大樓,35.82,16.15,26.0,0.0,0.0,0.0,0.0,鳥松區,588.0,2.0,2.0,1.0,4,15
電梯大樓,105.98,43.3,1.0,1.0,1.0,0.0,0.0,鼓山區,5288.0,4.0,2.0,2.0,3,27
電梯大樓,50.92,20.65,5.0,0.0,1.0,0.0,0.0,楠梓區,1498.0,3.0,2.0,2.0,21,23
透天厝,56.35,56.35,14.0,0.0,0.0,0.0,0.0,仁武區,2880.0,4.0,2.0,3.0,All,4
電梯大樓,43.82,25.07,17.0,0.0,0.0,0.0,0.0,左營區,1398.0,4.0,2.0,2.0,3,13
電梯大樓,29.32,11.19,0.1666666666666666,0.0,1.0,1.0,0.0,鼓山區,1280.0,2.0,1.0,1.0,9,24
電梯大樓,97.3,45.23,10.0,0.0,1.0,0.0,0.0,三民區,2888.0,1.0,2.0,2.0,8,20
電梯大樓,32.45,18.97,9.0,0.0,0.0,0.0,0.0,左營區,1358.0,2.0,2.0,1.0,2,14
電梯大樓,52.5,24.0,6.0,0.0,1.0,1.0,0.0,鳥松區,1800.0,3.0,2.0,2.0,13,15
電梯大樓,24.96,12.14,3.0,1.0,1.0,0.0,0.0,鳳山區,988.0,1.0,1.0,1.0,14,25
電梯大樓,38.38,17.87,8.0,0.0,1.0,1.0,0.0,鳳山區,1388.0,3.0,2.0,1.0,4,15
電梯大樓,88.04,36.68,6.0,0.0,1.0,0.0,0.0,左營區,3960.0,4.0,2.0,2.0,6,15
電梯大樓,112.8,57.03,8.0,0.0,1.0,1.0,0.0,鼓山區,4980.0,3.0,2.0,2.0,32,38
電梯大樓,40.33,28.16,23.0,0.0,0.0,1.0,1.0,鳳山區,1060.0,4.0,2.0,2.0,4,10
電梯大樓,17.45,9.87,1.0,0.0,0.0,0.0,0.0,苓雅區,683.0,1.0,1.0,1.0,3,15
電梯大樓,43.21,25.92,26.0,0.0,1.0,1.0,1.0,前鎮區,988.0,2.0,2.0,2.0,15,27
電梯大樓,42.92,31.32,24.0,0.0,0.0,0.0,1.0,左營區,1588.0,2.0,2.0,2.0,All,2
電梯大樓,32.52,18.62,14.0,0.0,0.0,0.0,0.0,鳳山區,1068.0,3.0,2.0,2.0,3,14
電梯大樓,42.4,23.6,18.0,1.0,1.0,0.0,1.0,鼓山區,1880.0,3.0,2.0,2.0,14,14
電梯大樓,21.75,11.79,13.0,0.0,0.0,0.0,0.0,鼓山區,968.0,2.0,1.0,1.0,15,15
電梯大樓,112.8,57.03,8.0,1.0,1.0,1.0,0.0,鼓山區,4980.0,3.0,2.0,2.0,32,38
電梯大樓,93.4,44.9,9.0,1.0,1.0,1.0,0.0,鼓山區,3500.0,4.0,2.0,2.0,20,21
電梯大樓,62.57,31.23,17.0,1.0,1.0,1.0,0.0,前鎮區,1998.0,4.0,2.0,2.0,11,15
電梯大樓,75.45,44.92,31.0,0.0,0.0,0.0,0.0,左營區,1568.0,3.0,2.0,3.0,All,21
電梯大樓,126.09,63.2,8.0,1.0,1.0,0.0,0.0,左營區,4990.0,4.0,2.0,4.0,14,28
電梯大樓,65.85,38.88,29.0,0.0,1.0,1.0,0.0,三民區,1860.0,4.0,2.0,2.0,8,16
電梯大樓,43.33,20.49,9.0,0.0,1.0,1.0,0.0,仁武區,1128.0,3.0,2.0,2.0,4,13
電梯大樓,17.3,9.9,3.0,1.0,0.0,0.0,0.0,苓雅區,728.0,2.0,1.0,1.0,11,15
電梯大樓,59.66,33.93,21.0,1.0,1.0,1.0,0.0,鼓山區,1998.0,4.0,2.0,2.0,13,14
電梯大樓,63.95,29.95,6.0,0.0,1.0,0.0,0.0,橋頭區,2188.0,4.0,2.0,4.0,5,24
電梯大樓,46.11,22.21,1.0,0.0,1.0,1.0,0.0,仁武區,1398.0,3.0,2.0,2.0,6,15
別墅,97.6,87.76,12.0,0.0,1.0,0.0,0.0,左營區,2980.0,5.0,2.0,5.0,All,4
電梯大樓,66.19,36.7,14.0,1.0,1.0,1.0,0.0,鼓山區,2288.0,3.0,2.0,2.0,5,15
電梯大樓,104.0,58.59,22.0,1.0,1.0,1.0,0.0,新興區,3280.0,4.0,2.0,3.0,17,41
電梯大樓,39.79,19.73,28.0,0.0,1.0,1.0,0.0,左營區,1130.0,3.0,2.0,2.0,10,14
電梯大樓,54.14,21.33,2.0,0.0,1.0,1.0,0.0,左營區,1650.0,3.0,2.0,2.0,2,12
電梯大樓,30.62,22.25,31.0,0.0,0.0,0.0,0.0,三民區,798.0,3.0,2.0,2.0,5,7
電梯大樓,86.59,46.61,16.0,0.0,1.0,0.0,0.0,前鎮區,2780.0,4.0,2.0,2.0,19,27
電梯大樓,34.64,14.23,8.0,0.0,1.0,1.0,0.0,三民區,988.0,2.0,1.0,1.0,6,15
電梯大樓,27.73,16.3,5.0,0.0,0.0,0.0,0.0,小港區,898.0,2.0,2.0,2.0,9,15
公寓,111.81,50.43,10.0,0.0,1.0,1.0,0.0,鼓山區,5580.0,4.0,2.0,2.0,5,28
電梯大樓,32.38,21.53,30.0,0.0,0.0,0.0,1.0,三民區,638.0,3.0,2.0,2.0,5,13
電梯大樓,63.04,37.07,29.0,0.0,1.0,1.0,0.0,新興區,1536.0,4.0,2.0,2.0,12,14
電梯大樓,111.81,50.43,52.0,0.0,0.0,0.0,0.0,鼓山區,5580.0,3.0,2.0,2.0,5,28
電梯大樓,59.95,26.6,5.0,0.0,0.0,0.0,0.0,楠梓區,1680.0,4.0,2.0,2.0,4,20
透天厝,72.67,63.71,12.0,0.0,0.0,1.0,0.0,鳳山區,2988.0,6.0,2.0,6.0,All,4
電梯大樓,39.18,26.08,28.0,0.0,0.0,1.0,1.0,鳳山區,958.0,3.0,2.0,2.0,14,14
電梯大樓,59.88,35.73,23.0,1.0,1.0,0.0,1.0,左營區,2208.0,4.0,2.0,2.0,9,14
電梯大樓,39.16,24.92,18.0,0.0,0.0,0.0,0.0,鼓山區,1568.0,3.0,2.0,2.0,12,15
電梯大樓,76.73,34.97,1.0,0.0,1.0,1.0,0.0,鼓山區,3968.0,3.0,2.0,2.0,19,27
電梯大樓,50.51,25.95,22.0,0.0,1.0,1.0,1.0,苓雅區,1980.0,3.0,2.0,2.0,8,24
電梯大樓,32.19,11.87,3.0,0.0,1.0,1.0,0.0,苓雅區,1130.0,2.0,1.0,1.0,4,22
電梯大樓,41.13,18.86,0.9166666666666666,0.0,1.0,1.0,0.0,楠梓區,1290.0,3.0,2.0,2.0,4,13
電梯大樓,35.81,14.57,1.0,0.0,1.0,0.0,0.0,仁武區,1090.0,2.0,1.0,1.0,2,15
電梯大樓,82.12,41.98,15.0,0.0,1.0,1.0,0.0,鼓山區,3380.0,4.0,2.0,2.0,10,15
電梯大樓,39.16,24.92,18.0,0.0,1.0,1.0,1.0,鼓山區,1568.0,3.0,2.0,2.0,12,15
電梯大樓,76.04,44.42,18.0,0.0,0.0,0.0,0.0,鼓山區,3188.0,5.0,3.0,4.0,3,15
透天厝,60.23,53.32,27.0,0.0,1.0,1.0,0.0,鼓山區,2580.0,5.0,2.0,4.0,All,5
電梯大樓,101.32,51.23,11.0,1.0,1.0,1.0,0.0,鼓山區,4630.0,4.0,2.0,2.0,7,27
電梯大樓,34.68,25.69,29.0,0.0,0.0,1.0,1.0,林園區,568.0,4.0,2.0,2.0,7,8
電梯大樓,45.77,22.81,7.0,0.0,1.0,0.0,0.0,三民區,1568.0,3.0,1.0,2.0,2,15
電梯大樓,18.32,16.08,44.0,0.0,0.0,1.0,0.0,三民區,568.0,2.0,1.0,1.0,2,8
透天厝,48.21,47.57,19.0,0.0,0.0,0.0,0.0,鳳山區,1680.0,4.0,2.0,4.0,All,4
透天厝,80.0,75.0,4.0,0.0,0.0,0.0,0.0,楠梓區,2688.0,5.0,2.0,4.0,All,4
電梯大樓,45.99,19.67,0.3333333333333333,0.0,1.0,1.0,0.0,楠梓區,1338.0,2.0,2.0,2.0,11,15
電梯大樓,28.25,14.92,20.0,1.0,1.0,0.0,0.0,仁武區,958.0,2.0,2.0,1.0,9,15
透天厝,59.8,55.66,18.0,0.0,0.0,1.0,0.0,鳳山區,2080.0,4.0,3.0,4.0,All,4
電梯大樓,38.78,24.71,28.0,1.0,1.0,1.0,0.0,鼓山區,1250.0,3.0,2.0,2.0,15,16
電梯大樓,45.21,19.44,2.0,0.0,0.0,0.0,0.0,三民區,1580.0,3.0,2.0,2.0,2,22
電梯大樓,41.75,22.93,16.0,0.0,0.0,0.0,0.0,前鎮區,1398.0,2.0,2.0,2.0,16,27
電梯大樓,32.54,21.13,20.0,0.0,0.0,1.0,1.0,鼓山區,998.0,3.0,2.0,2.0,9,14
電梯大樓,16.36,11.5,31.0,0.0,0.0,0.0,0.0,前金區,695.0,2.0,1.0,1.0,6,7
透天厝,65.39,63.68,23.0,0.0,0.0,1.0,0.0,小港區,1880.0,7.0,2.0,4.0,All,4
電梯大樓,37.2,16.08,6.0,0.0,1.0,0.0,0.0,三民區,1398.0,2.0,1.0,1.0,2,13
電梯大樓,48.2,23.7,2.0,1.0,1.0,1.0,0.0,楠梓區,1585.0,3.0,2.0,2.0,6,15
電梯大樓,46.06,22.75,11.0,1.0,1.0,1.0,0.0,楠梓區,1298.0,3.0,2.0,2.0,15,15
電梯大樓,24.61,15.6,15.0,0.0,0.0,1.0,0.0,左營區,788.0,2.0,2.0,1.0,5,15
電梯大樓,196.31,85.97,15.0,0.0,1.0,1.0,0.0,鼓山區,8888.0,4.0,2.0,3.0,24,24
電梯大樓,44.95,19.37,0.5,0.0,1.0,1.0,0.0,三民區,1888.0,3.0,2.0,2.0,17,24
電梯大樓,47.34,22.36,12.0,0.0,0.0,0.0,0.0,鳳山區,1198.0,3.0,2.0,2.0,8,19
電梯大樓,121.28,60.88,9.0,0.0,0.0,0.0,0.0,苓雅區,4980.0,3.0,2.0,4.0,9,41
電梯大樓,111.81,50.43,10.0,0.0,1.0,1.0,0.0,鼓山區,5580.0,3.0,2.0,2.0,5,28
電梯大樓,73.16,39.59,25.0,0.0,1.0,1.0,0.0,左營區,2480.0,6.0,2.0,2.0,12,12
電梯大樓,107.14,63.48,16.0,0.0,0.0,0.0,0.0,鼓山區,3980.0,3.0,2.0,3.0,15,19
透天厝,48.21,47.57,19.0,0.0,0.0,0.0,0.0,鳳山區,1680.0,4.0,2.0,4.0,All,4
透天厝,80.0,75.0,4.0,0.0,0.0,0.0,0.0,楠梓區,2688.0,5.0,2.0,4.0,All,4
電梯大樓,45.99,19.67,0.3333333333333333,0.0,1.0,1.0,0.0,楠梓區,1338.0,2.0,2.0,2.0,11,15
電梯大樓,28.25,14.92,20.0,1.0,1.0,0.0,0.0,仁武區,958.0,2.0,2.0,1.0,9,15
電梯大樓,42.88,14.54,5.0,0.0,0.0,0.0,0.0,苓雅區,1158.0,2.0,2.0,1.0,19,29
電梯大樓,26.45,16.57,18.0,0.0,0.0,0.0,1.0,左營區,888.0,2.0,2.0,1.0,11,15
電梯大樓,80.15,33.06,17.0,0.0,1.0,0.0,0.0,鼓山區,2980.0,3.0,2.0,2.0,11,14
電梯大樓,11.39,6.64,28.0,0.0,0.0,1.0,0.0,前鎮區,358.0,1.0,1.0,1.0,16,21
電梯大樓,23.51,15.8,18.0,0.0,0.0,1.0,1.0,三民區,868.0,2.0,1.0,1.0,12,14
電梯大樓,114.76,103.38,12.0,0.0,1.0,0.0,0.0,鳥松區,3750.0,6.0,2.0,6.0,All,5
電梯大樓,34.75,21.02,29.0,0.0,1.0,1.0,1.0,左營區,1068.0,3.0,2.0,2.0,3,8
電梯大樓,83.33,43.1,32.0,0.0,0.0,0.0,0.0,前金區,2380.0,2.0,2.0,3.0,10,18
電梯大樓,32.38,21.53,30.0,0.0,0.0,0.0,1.0,三民區,638.0,3.0,2.0,2.0,5,13
電梯大樓,30.91,25.58,42.0,0.0,0.0,0.0,0.0,三民區,590.0,2.0,2.0,1.0,4,12
電梯大樓,29.08,10.88,0.4166666666666667,1.0,1.0,1.0,0.0,鼓山區,1278.0,2.0,1.0,1.0,6,24
電梯大樓,30.62,22.25,31.0,0.0,0.0,0.0,0.0,三民區,798.0,3.0,2.0,2.0,5,7
電梯大樓,20.92,12.2,20.0,0.0,0.0,1.0,0.0,楠梓區,688.0,2.0,1.0,1.0,7,15
電梯大樓,35.9,23.23,23.0,0.0,0.0,1.0,1.0,三民區,1080.0,3.0,2.0,2.0,14,14
電梯大樓,36.25,23.06,29.0,0.0,0.0,0.0,0.0,鼓山區,850.0,3.0,2.0,2.0,2,20
電梯大樓,37.15,16.39,0.4166666666666667,0.0,1.0,1.0,0.0,岡山區,1088.0,3.0,2.0,2.0,13,15
電梯大樓,81.58,44.21,15.0,0.0,1.0,1.0,0.0,左營區,2380.0,4.0,2.0,3.0,11,15
透天厝,59.77,55.14,16.0,1.0,0.0,1.0,0.0,楠梓區,2198.0,5.0,2.0,3.0,All,4
電梯大樓,73.16,39.59,25.0,0.0,1.0,1.0,0.0,左營區,2480.0,6.0,2.0,2.0,12,12
電梯大樓,20.3,15.96,42.0,0.0,0.0,0.0,0.0,三民區,688.0,2.0,2.0,2.0,9,12
電梯大樓,46.04,28.56,27.0,0.0,0.0,1.0,1.0,前鎮區,580.0,4.0,2.0,2.0,7,15
公寓,42.0,26.8,32.0,0.0,0.0,0.0,0.0,鳳山區,598.0,3.0,2.0,2.0,5,5
電梯大樓,55.0,26.85,5.0,1.0,1.0,1.0,0.0,仁武區,1798.0,3.0,2.0,2.0,4,15
電梯大樓,36.87,26.01,44.0,0.0,0.0,1.0,1.0,苓雅區,1250.0,3.0,2.0,2.0,8,12
電梯大樓,29.08,10.88,0.5,0.0,1.0,0.0,0.0,鼓山區,1278.0,2.0,1.0,1.0,6,24
別墅,56.72,56.72,1.0,0.0,0.0,0.0,0.0,楠梓區,2580.0,5.0,2.0,4.0,All,4
電梯大樓,36.18,17.08,3.0,0.0,1.0,0.0,0.0,三民區,1298.0,3.0,2.0,2.0,9,26
透天厝,21.58,21.58,50.0,0.0,0.0,0.0,0.0,鼓山區,1580.0,5.0,2.0,4.0,All,2
電梯大樓,25.37,17.66,1.0,0.0,0.0,1.0,1.0,林園區,598.0,3.0,2.0,1.0,2,5
電梯大樓,51.11,22.67,1.0,0.0,1.0,1.0,0.0,楠梓區,1480.0,2.0,2.0,2.0,12,15
電梯大樓,41.93,16.32,4.0,0.0,1.0,0.0,0.0,左營區,1780.0,1.0,1.0,1.0,6,13
電梯大樓,50.0,25.94,25.0,1.0,1.0,1.0,0.0,三民區,1650.0,3.0,2.0,2.0,6,14
電梯大樓,73.4,37.06,2.0,0.0,1.0,1.0,0.0,前金區,2700.0,4.0,2.0,2.0,11,15
電梯大樓,177.7,98.69,14.0,0.0,0.0,0.0,0.0,苓雅區,6520.0,4.0,2.0,5.0,7,24
電梯大樓,73.92,34.36,15.0,0.0,0.0,0.0,0.0,鼓山區,2888.0,4.0,2.0,2.0,22,23
透天厝,49.38,46.35,14.0,0.0,0.0,0.0,0.0,楠梓區,1980.0,5.0,2.0,4.0,All,4
電梯大樓,123.46,91.07,35.0,0.0,1.0,1.0,1.0,苓雅區,2380.0,6.0,2.0,4.0,3,7
電梯大樓,116.67,67.01,8.0,0.0,1.0,1.0,0.0,仁武區,2658.0,5.0,2.0,4.0,10,15
透天厝,51.71,47.64,10.0,0.0,0.0,0.0,0.0,岡山區,2088.0,5.0,2.0,3.0,All,3
電梯大樓,67.61,35.56,10.0,0.0,1.0,1.0,0.0,三民區,2380.0,3.0,2.0,2.0,10,15
電梯大樓,41.03,27.27,26.0,0.0,0.0,0.0,1.0,苓雅區,638.0,3.0,2.0,2.0,7,35
電梯大樓,79.87,65.95,28.0,0.0,0.0,0.0,1.0,鼓山區,3196.0,1.0,2.0,1.0,1,22
透天厝,57.88,57.19,6.0,0.0,1.0,0.0,0.0,仁武區,2280.0,4.0,2.0,3.0,All,4
電梯大樓,36.87,26.01,44.0,0.0,0.0,1.0,1.0,苓雅區,1250.0,3.0,2.0,2.0,8,12
電梯大樓,29.08,10.88,0.5,0.0,1.0,0.0,0.0,鼓山區,1278.0,2.0,1.0,1.0,6,24
電梯大樓,127.86,61.37,8.0,0.0,1.0,1.0,0.0,鼓山區,5700.0,4.0,2.0,3.0,26,27
別墅,56.72,56.72,1.0,0.0,0.0,0.0,0.0,楠梓區,2580.0,5.0,2.0,4.0,All,4
電梯大樓,104.0,58.59,22.0,1.0,1.0,1.0,0.0,新興區,3280.0,4.0,2.0,3.0,17,41
電梯大樓,36.18,17.08,3.0,0.0,1.0,0.0,0.0,三民區,1298.0,3.0,2.0,2.0,9,26
電梯大樓,33.7,25.3,38.0,0.0,0.0,0.0,1.0,左營區,520.0,3.0,2.0,2.0,4,12
電梯大樓,52.67,28.25,25.0,1.0,1.0,1.0,0.0,前鎮區,1480.0,4.0,2.0,2.0,14,39
電梯大樓,38.5,24.67,24.0,0.0,0.0,1.0,1.0,三民區,968.0,3.0,2.0,2.0,27,27
電梯大樓,60.9,30.55,7.0,0.0,1.0,1.0,0.0,楠梓區,1898.0,4.0,2.0,2.0,10,15
透天厝,21.58,21.58,50.0,0.0,0.0,0.0,0.0,鼓山區,1580.0,5.0,2.0,4.0,All,2
電梯大樓,25.37,17.66,1.0,0.0,0.0,1.0,1.0,林園區,598.0,3.0,2.0,1.0,2,5
別墅,72.85,70.13,3.0,0.0,0.0,0.0,0.0,美濃區,1780.0,5.0,2.0,6.0,All,3
電梯大樓,103.49,48.94,17.0,1.0,1.0,1.0,0.0,鼓山區,3800.0,4.0,2.0,3.0,14,14
電梯大樓,41.3,17.0,2.0,0.0,0.0,0.0,0.0,仁武區,1238.0,3.0,2.0,2.0,4,15
電梯大樓,58.18,25.1,26.0,0.0,1.0,1.0,0.0,三民區,1298.0,4.0,2.0,2.0,12,12
電梯大樓,77.95,46.39,29.0,1.0,1.0,0.0,0.0,前鎮區,1588.0,4.0,2.0,2.0,11,12
電梯大樓,26.17,16.18,0.0833333333333333,0.0,0.0,0.0,0.0,岡山區,728.0,2.0,2.0,2.0,4,14
電梯大樓,126.98,70.46,11.0,0.0,1.0,1.0,0.0,鼓山區,5588.0,4.0,3.0,3.0,28,30
電梯大樓,40.46,26.46,29.0,0.0,1.0,1.0,0.0,鳳山區,1088.0,4.0,2.0,2.0,16,16
電梯大樓,31.12,13.02,3.0,0.0,1.0,0.0,0.0,左營區,1098.0,2.0,2.0,1.0,11,18
電梯大樓,112.85,57.17,5.0,0.0,0.0,0.0,0.0,鼓山區,5088.0,3.0,2.0,3.0,11,28
電梯大樓,45.17,22.89,0.25,0.0,1.0,1.0,0.0,苓雅區,1780.0,3.0,2.0,2.0,4,15
透天厝,42.29,42.29,52.0,0.0,0.0,0.0,0.0,鼓山區,1098.0,5.0,2.0,5.0,All,3
電梯大樓,49.0,26.68,24.0,0.0,0.0,1.0,0.0,鳳山區,888.0,3.0,2.0,2.0,5,12
電梯大樓,48.81,29.87,25.0,0.0,1.0,1.0,1.0,左營區,1398.0,3.0,2.0,2.0,5,14
別墅,63.0,55.6,13.0,0.0,0.0,1.0,0.0,楠梓區,2480.0,4.0,2.0,6.0,4,4
電梯大樓,55.0,36.35,34.0,0.0,1.0,1.0,1.0,鼓山區,1380.0,4.0,2.0,2.0,10,14
電梯大樓,91.41,47.42,11.0,0.0,1.0,1.0,0.0,鼓山區,3500.0,4.0,2.0,2.0,8,17
電梯大樓,81.61,36.48,10.0,1.0,1.0,0.0,0.0,鼓山區,4190.0,3.0,1.0,2.0,20,24
電梯大樓,63.45,31.55,5.0,0.0,1.0,0.0,0.0,左營區,2860.0,3.0,2.0,2.0,20,29
電梯大樓,59.8,33.14,9.0,1.0,1.0,1.0,0.0,三民區,2068.0,4.0,2.0,2.0,13,15
電梯大樓,37.42,22.52,18.0,0.0,0.0,1.0,0.0,前鎮區,1188.0,3.0,2.0,2.0,2,15
電梯大樓,29.89,14.04,0.3333333333333333,1.0,1.0,1.0,0.0,鼓山區,1238.0,2.0,2.0,2.0,7,15
電梯大樓,58.03,36.77,28.0,0.0,1.0,1.0,1.0,鼓山區,1680.0,4.0,2.0,2.0,21,27
電梯大樓,42.14,24.58,20.0,0.0,1.0,1.0,1.0,左營區,1898.0,3.0,2.0,2.0,1,13
電梯大樓,61.52,29.98,5.0,0.0,1.0,0.0,0.0,三民區,1998.0,3.0,2.0,2.0,12,29
電梯大樓,71.01,58.72,32.0,0.0,0.0,0.0,0.0,三民區,1738.0,5.0,3.0,3.0,All,22
電梯大樓,23.6,16.05,29.0,0.0,0.0,1.0,1.0,鳳山區,738.0,2.0,2.0,2.0,6,16
電梯大樓,46.22,22.87,5.0,0.0,1.0,1.0,0.0,楠梓區,1398.0,3.0,2.0,2.0,10,15
電梯大樓,47.95,28.36,26.0,0.0,1.0,1.0,0.0,小港區,999.0,4.0,2.0,2.0,3,9
電梯大樓,35.81,14.57,1.0,0.0,1.0,0.0,0.0,仁武區,1090.0,2.0,1.0,1.0,2,15
電梯大樓,82.12,41.98,15.0,0.0,1.0,1.0,0.0,鼓山區,3380.0,4.0,2.0,2.0,10,15
電梯大樓,43.38,20.43,9.0,0.0,1.0,0.0,0.0,仁武區,1128.0,3.0,2.0,2.0,9,13
電梯大樓,86.59,46.61,16.0,0.0,1.0,0.0,0.0,前鎮區,2780.0,4.0,2.0,2.0,19,27
電梯大樓,41.4,17.06,2.0,0.0,1.0,0.0,0.0,仁武區,1238.0,3.0,2.0,2.0,4,15
別墅,73.47,69.06,7.0,0.0,1.0,0.0,0.0,仁武區,2680.0,4.0,2.0,5.0,All,5
電梯大樓,40.43,21.21,20.0,1.0,1.0,0.0,0.0,三民區,1199.0,3.0,2.0,2.0,12,15
電梯大樓,28.13,16.28,0.1666666666666666,0.0,0.0,0.0,0.0,大寮區,798.0,3.0,2.0,2.0,5,5
透天厝,58.4,54.4,8.0,0.0,0.0,0.0,0.0,大樹區,1680.0,5.0,3.0,3.0,All,3
電梯大樓,23.68,13.1,20.0,0.0,0.0,0.0,0.0,楠梓區,698.0,2.0,1.0,1.0,10,15
電梯大樓,25.65,13.63,3.0,1.0,1.0,1.0,0.0,三民區,998.0,2.0,2.0,1.0,13,15
電梯大樓,30.09,12.47,6.0,0.0,0.0,1.0,0.0,左營區,1100.0,2.0,2.0,1.0,10,12
電梯大樓,22.41,10.56,4.0,1.0,1.0,1.0,0.0,三民區,868.0,2.0,1.0,1.0,3,15
電梯大樓,55.49,25.26,4.0,1.0,0.0,1.0,0.0,左營區,1788.0,4.0,2.0,2.0,4,24
電梯大樓,41.33,25.06,31.0,1.0,1.0,1.0,0.0,三民區,899.0,3.0,2.0,1.0,15,17
透天厝,20.92,20.92,52.0,1.0,1.0,1.0,0.0,前鎮區,1398.0,5.0,2.0,6.0,All,2
電梯大樓,56.54,38.17,33.0,1.0,1.0,1.0,0.0,苓雅區,1180.0,4.0,2.0,2.0,4,19
電梯大樓,50.96,21.89,3.0,0.0,1.0,1.0,0.0,仁武區,1598.0,3.0,2.0,2.0,13,15
